perturbation,A_persist,A_kill,A_resist,magnitude
ACTA2,-0.3604020107140311,-0.46617186633382596,0.35266946191284115,0.0
ACTB,-0.08667858280788797,0.3307571667531798,0.9201507441672724,4.553876891600541
ACTG1,0.13635436778013002,0.17996845555299898,0.08463061463445115,1.3862943611198906
ACTN1,-0.2144319657674337,0.19638537032227918,0.14785214938122243,0.6931471805599453
ACTN4,-0.5786483717909338,-0.15093909706112882,0.03157142169216065,1.6094379124341003
ACTR1A,-0.27817708589871015,-0.6057974034588086,-0.17735380767117415,1.0986122886681098
ACTR1B,-0.1909493322954662,-0.23608011194041367,0.060591470413975446,1.0986122886681098
ACTR2,0.16018373681646417,0.9224300046159944,0.13188656543989688,6.956545443151569
ACTR3,0.20930056296227345,-0.9873337433807393,-0.6675426080811824,4.770684624465665
ACTR3B,-0.015367253467703105,-0.7024068688371781,1.1913428083162458,1.9459101490553132
ACTR3C,-0.41061860689844376,-0.4340606596254341,0.06562169528736317,0.6931471805599453
ACTR5,0.3870367856109374,-0.1630403860392323,0.025491663344873128,5.926926025970411
ACTR8,1.1627302281303329,0.46688435988703797,-0.014457722020233802,6.459904454377535
ACVR1,-0.6406887001037747,1.1769541575021578,-0.8773405050154711,2.4849066497880004
ACVR1B,-0.4826828438639936,0.1458991550124417,-0.48499507946013565,0.0
ACVR1C,0.16921940590850723,-0.37365247557201614,-0.03093249254420725,1.0986122886681098
ACVR2A,0.3496485043677828,1.875180622507166,-0.16426268421654774,1.791759469228055
ACVR2B,-0.19824702745398948,-1.0442563181974365,1.0478006375531226,1.0986122886681098
ACY1,0.8077433146427876,-1.3970137034217116,0.28444892513851683,0.6931471805599453
ACYP1,-0.4955658520881804,-0.5981703583281339,-0.5594759221156329,1.6094379124341003
ACYP2,-0.2259024033715983,-0.08704856075648038,-0.179951279219393,5.998936561946683
ADA,-0.644165938844989,0.32718341044338534,-0.7820703702503741,0.6931471805599453
ADA2,0.5280835043386987,-1.1379217968349797,-0.5011513733806783,0.6931471805599453
MAPDA,-0.07603131162262051,0.01897347251704155,-0.5060130666649619,3.044522437723423
ADAM10,-0.9169378966540119,0.5771243810095674,0.8300063713960125,1.6094379124341003
ADAM12,-0.4669424717718014,0.14566433979049914,0.13961627340637428,0.0
ADAM15,0.6165540436617308,0.42760035684219977,-0.2876818418705788,1.9459101490553132
ADAM17,0.20513841651343576,-0.45240763315169596,0.5520270760655367,1.0986122886681098
ADAM19,0.20426631781506366,1.37433455968373,-0.11308927287917087,6.1092475827643655
ADAM22,0.6516615780703273,-1.155468654250649,0.32596714584402003,1.6094379124341003
ADAM23,-0.21211489631398173,0.8446215086744452,-0.04899344730639469,0.0
ADAM28,-0.01624371793995979,0.33387832659744165,0.15867069666568603,0.0
ADAM8,0.3191908274079983,-0.6561134254183315,0.3590251087377491,1.0986122886681098
ADAM9,-0.23615687012248193,1.569656734985455,-0.9395494750115317,1.0986122886681098
ADAMTS1,-0.46767768995312875,0.6345893179576119,0.6729231967305876,1.6094379124341003
ADAMTS10,-0.19001090326048597,0.03465215614701303,-0.011157952914984151,1.0986122886681098
ADAMTS17,-0.19562396678527863,-0.9551720923602168,0.8112820200176406,1.791759469228055
ADAMTS6,-0.010656872372681854,0.10750652915913879,-0.6658426980735078,2.5649493574615367
ADAMTSL5,-0.4499392119182723,1.3389505988429269,0.8167196886302236,1.6094379124341003
ADAP1,0.3537546181594697,-1.311422253381261,0.794803003586965,0.6931471805599453
ADAR,-1.1899885062505613,-0.4103787832348262,-0.10485160248792669,1.3862943611198906
ADARB1,-0.33709544552912674,0.5319710983010232,0.37856681117865715,1.3862943611198906
ADARB2,-0.08243704792652021,-0.6596907515834055,0.3032543024052964,0.0
ADAT1,0.23865550424887683,2.310259807653178,-0.7225106923910559,1.3862943611198906
ADAT2,-0.6648002052100269,0.9852586158520632,-0.746292005288431,5.267858159063328
ADAT3,0.8031869235254819,1.0099899547204978,-0.7710273300189724,6.2422232654551655
ADCK1,0.08662713635655077,0.01918272800565844,-0.11506287571621114,1.0986122886681098
ADCK2,0.3863987764658539,-0.17507027429386066,-0.22898016396213985,0.6931471805599453
ADCK5,-0.32640938921759816,-0.786647760016109,0.9063517820424707,1.0986122886681098
ADCY1,0.04978379392017736,0.22283527509814696,0.14556220678906792,1.0986122886681098
ADCY3,-0.41938452819948563,-1.5078972127289898,1.2484340803594338,0.6931471805599453
ADCY4,-1.209668822641383,-1.1174846388737276,1.0666827146437659,5.402677381872279
ADCY7,-0.3777792824414855,-0.9902774449295947,1.2304956141107746,0.6931471805599453
ADCY9,0.15456522412600132,-0.21066001028208162,-0.5516919616017824,0.6931471805599453
