,dataset,engaged_class,TSC,L1_state,L2_migration,L3_synapse,L4_killing,b_activation,b_cd8_identity,b_total_counts,n_counts,cd8
G12_1,exposed,medium-exposed,0.3440782732620401,-0.637708035496539,1.098425195270052,1.2937757492360014,-0.6130861561917801,-1.379333424908995,0.11666527764935045,-0.7316690907584319,3666.6,CD8+
G13_1,exposed,medium-exposed,0.7977178795478097,2.360155215962492,1.8976310439286361,1.0434556880781833,-1.2409828836013725,-0.929751538206479,-3.366146483568416,-0.8037339020056979,3508.8,CD8-
G16_1,exposed,medium-exposed,-0.21499649671107823,0.26637909313170716,-0.1118240956811989,-0.7268562850164116,-0.18956120953322064,-0.9619924486983911,0.8716151335944693,-0.6931214786834974,3753.9000000000005,CD8+
G17_1,exposed,medium-exposed,-0.44003638025028424,-0.4317808059783994,-0.4730643492868825,0.6223557764236675,-1.6367070608689829,-0.8124364714464015,-1.977412436364102,-0.2560563081857381,4901.7,CD8-
G18_1,exposed,medium-exposed,0.7204948062761972,-1.0145811139389156,2.5803130872985496,2.312118702341101,-1.3696028810878444,-0.8740747621083053,-1.5333230327861085,-0.907716105008435,3293.0,CD8+
G19_1,exposed,medium-exposed,0.4714685508636839,0.9980956021589904,1.0991954752947393,0.35278673552102885,-0.1965447875315328,-0.6971995925422219,0.8724294163731907,0.5675988364463851,8103.6,CD8+
G20_1,exposed,medium-exposed,0.4813176697989759,3.5022814694074507,0.7221205529111847,0.49031221835248656,-1.4993420155620354,-1.2988493725752872,-2.674937285076914,0.071186810297445,5985.4,CD8-
G21_1,exposed,medium-exposed,0.35992505849612144,1.0602730256928452,1.943275035462869,0.07770836773046824,-1.25099367687318,-0.960992438375149,-0.4122703870399378,-0.836936045438545,3438.4,CD8-
G24_1,exposed,medium-exposed,0.3259017834392264,1.4860467481027038,0.8765261443928395,0.8190555891997788,-1.3306206824656561,-1.152703302263434,-1.494900407137239,0.3991599854750895,7311.900000000001,CD8+
H2_1,exposed,medium-exposed,0.7821386952416209,2.7473042667908207,1.520579011478536,1.03852496161771,-1.165855561938197,-1.2927948034713987,-1.9157096297447118,0.9664982846461316,10337.4,CD8-
H3_1,exposed,medium-exposed,0.12577591319537262,3.137196097578798,1.2170009927192265,-1.1147328507217695,-1.5807420076849668,-0.9766921840986551,-1.7447922124857846,-0.9890466338353858,3133.5,CD8-
H4_1,exposed,medium-exposed,0.7107857149530639,2.220719337894374,1.6372880046969274,0.0457246589631874,-0.24256424115034805,-0.6422328466593454,-1.598372024031125,-0.5604738925910596,4070.5,CD8-
H5_1,exposed,medium-exposed,-0.5827874250262551,-0.4603677365653278,-0.5505697133198973,-0.7187037984169642,-0.7710896615997603,-0.8865499226328544,-1.1761152845271465,-0.730150715400538,3670.0,CD8-
H6_1,exposed,medium-exposed,-0.35112592326056397,-0.9543721961764831,0.1039980708417156,0.03904886908089587,-0.9447312906691299,-1.186755789486957,0.5839697780842502,0.33159415521978847,7016.5,CD8+
H7_1,exposed,medium-exposed,1.026401759369169,1.515932046503878,1.75713842497586,1.7189036864639624,-0.3279578967146931,-1.0914128763335575,0.4009301899632327,0.6116639704036729,8324.5,CD8+
H8_1,exposed,medium-exposed,0.20285742816782537,-0.01743551658568243,0.15371726845169736,0.24977559347975067,0.4189498147416085,-0.944939035281407,2.1199710788463033,-2.5470249385922448,1210.3,CD8+
H9_1,exposed,medium-exposed,0.3477672350820792,1.1301603851684026,1.0718058478600256,1.0498994548621245,-1.4444904989721485,-1.0612823102114952,-1.8934513497571657,1.952055613313364,18864.1,CD8+
H12_1,exposed,medium-exposed,-0.03784644504081669,2.3505670946450814,0.48015104542431913,-0.33836800459128863,-1.777880252964632,-1.249639224491229,-3.250939819945045,-1.1144890199234434,2902.5,CD8-
H13_1,exposed,medium-exposed,0.4320896090971287,0.5211187084696184,1.2289995370334565,1.2995393642056252,-1.1293397156713745,-0.7615795847860338,-0.8936233574994973,1.3161717218238012,12796.600000000002,CD8+
H14_1,exposed,medium-exposed,0.3406417900953342,0.7676639959628523,1.064692974345638,0.9759211067838647,-1.1629339564397105,-1.1491282671907797,-3.0524033903681067,-0.6463160028650639,3862.7,CD8+
H16_1,exposed,medium-exposed,-0.1337354532839804,-1.3571910462309584,-0.00876689239315865,0.10465961796482694,0.2264211704762506,-0.9696409608506495,0.9641754487977884,-0.16722919571923114,5174.8,CD8+
H17_1,exposed,medium-exposed,0.120051754720158,1.470850927123526,0.543456386588802,0.4886788272744863,-1.4809759942122545,-1.2186412710253085,-2.5869870113634788,0.7641080757525761,9136.2,CD8-
H18_1,exposed,medium-exposed,0.2740685659263038,-0.40181814162052865,1.8545470038034486,-0.10504811840155909,-0.399420341956959,-1.0900099418240954,1.7002436436100623,0.23443264046784817,6612.5,CD8+
H19_1,exposed,medium-exposed,0.5640378150948366,4.285270813588815,1.191988631707654,-0.40488825058697747,-1.2376961778706368,-1.1377502391205983,-1.4135619195410345,0.0557859497451774,5929.4,CD8+
H21_1,exposed,medium-exposed,-0.2856536068546788,1.3884109009476195,-1.0454991852513935,-0.10314678984064721,-0.8709438603473678,-1.0116653223252927,-1.363804928792348,-1.8361563006583397,1868.2,CD8-
H23_1,exposed,medium-exposed,0.4541267555343317,1.0989494542181384,1.0111502694420385,1.3560408433955744,-1.2448241650466412,-1.35489735287748,-0.22953336753624073,0.11584709768383879,6150.8,CD8+
