gene,out_degree,in_degree,pagerank,hub,two_hop_reach,reach_ratio
AAAS,0.0,36.0,9.788448726750663e-05,-0.0,0,0.0
AACS,11.0,68.0,0.00022842796722750858,3.362985732660387e-05,540,45.0
AAGAB,0.0,38.0,5.385426132480716e-05,-0.0,0,0.0
AAK1,3.0,89.0,0.0005706488483986825,4.628958461729203e-06,54,13.5
AAMDC,14.0,41.0,7.886456513038362e-05,4.024244260152258e-05,54,3.6
AAR2,3.0,11.0,6.772146198090321e-05,3.40546079633923e-06,3,0.75
AARSD1,0.0,29.0,5.108165353727734e-05,-0.0,0,0.0
AASDH,39.0,8.0,4.746598943172459e-05,0.00017025642812506007,4739,118.475
AASDHPPT,0.0,34.0,9.477726534712697e-05,-0.0,0,0.0
AASS,13.0,12.0,4.9292345399751045e-05,6.213327216774468e-05,3099,221.35714285714286
ABAT,0.0,24.0,8.91316278339919e-05,-0.0,0,0.0
ABCA2,0.0,49.0,0.00017250638789696412,-0.0,0,0.0
ABCA3,97.0,30.0,8.116968719513196e-05,0.00023872582545866953,1051,10.724489795918368
ABCA5,19.0,67.0,9.825264734314334e-05,3.6953270181298785e-05,870,43.5
ABCA7,0.0,60.0,5.9235436854127055e-05,-0.0,0,0.0
ABCB1,2.0,23.0,4.994143410219823e-05,5.6759284505686545e-06,1,0.3333333333333333
ABCB6,0.0,87.0,0.00011344844299364878,-0.0,0,0.0
ABCB7,0.0,76.0,6.417366378813551e-05,-0.0,0,0.0
ABCB8,1.0,17.0,5.3449559099947935e-05,5.852110900007051e-07,0,0.0
ABCB9,1.0,15.0,4.905686420170629e-05,3.83347848093566e-06,3,1.5
ABCC1,26.0,70.0,8.694826783888911e-05,6.003805487907429e-05,1828,67.70370370370371
ABCC2,0.0,5.0,6.172951335282141e-05,-0.0,0,0.0
ABCC4,25.0,23.0,4.968904930515132e-05,0.00010367003882508269,360,13.846153846153847
ABCC5,0.0,13.0,9.614790005403319e-05,-0.0,0,0.0
ABCD2,9.0,168.0,0.00018411892130755335,1.759286925726656e-05,59,5.9
ABCD3,0.0,23.0,5.519987117426257e-05,-0.0,0,0.0
ABCD4,7.0,22.0,0.0001261646869416312,1.7613605179851265e-05,6,0.75
ABCE1,0.0,83.0,0.00010120237643662097,-0.0,0,0.0
ABCF2,2.0,57.0,9.799291980323475e-05,6.289203029509284e-06,3,1.0
ABCF3,0.0,10.0,4.817208993481237e-05,-0.0,0,0.0
ABCG1,0.0,46.0,6.089116852396742e-05,-0.0,0,0.0
ABHD10,0.0,25.0,0.00010395862075196027,-0.0,0,0.0
ABHD11,2.0,11.0,4.753968938350137e-05,4.545540243471031e-06,142,47.333333333333336
ABHD12,0.0,21.0,7.018232738021536e-05,-0.0,0,0.0
ABHD13,29.0,9.0,4.7993502093179925e-05,5.805404273243413e-05,4661,155.36666666666667
ABHD14A,3.0,26.0,0.00041119893414264246,6.282704891855688e-06,4,1.0
ABHD14B,3.0,48.0,0.0004211632650648717,3.770710843705682e-06,29,7.25
ABHD16A,2.0,13.0,5.831352827188906e-05,2.632037119520643e-06,4,1.3333333333333333
ABHD17B,1.0,13.0,4.903226254079191e-05,9.400133942240467e-07,0,0.0
ABHD18,1.0,11.0,0.0006035209718259637,2.6241910662546885e-07,1,0.5
ABHD2,2.0,12.0,4.8044200499557776e-05,4.377545538354106e-06,0,0.0
ABHD3,0.0,53.0,0.00016472405679321308,-0.0,0,0.0
ABHD4,1.0,42.0,6.259954092767799e-05,3.3424172593987696e-06,140,70.0
ABHD5,1.0,43.0,5.833256172853403e-05,7.923519824195455e-08,0,0.0
ABHD6,1.0,15.0,4.8412326844272184e-05,4.41619818871469e-06,0,0.0
ABHD8,0.0,54.0,5.6996054624721915e-05,-0.0,0,0.0
ABI1,1.0,64.0,0.00010483877994971953,4.935161861381874e-06,1,0.5
ABI2,2.0,46.0,0.000166235411678497,5.874565465757755e-06,12,4.0
ABI3,1.0,64.0,0.0009314749763233203,2.2423051272522784e-06,1,0.5
ABITRAM,0.0,1.0,4.685428219660163e-05,-0.0,0,0.0
ABL1,0.0,22.0,8.147070544535959e-05,-0.0,0,0.0
ABL2,5.0,10.0,4.976512688420155e-05,7.207656486522004e-06,2562,427.0
ABRACL,0.0,141.0,0.00014450161775290734,-0.0,0,0.0
ABRAXAS1,2.0,27.0,0.00014756352793722353,2.673195271259162e-06,1,0.3333333333333333
ABRAXAS2,0.0,10.0,4.783987330680351e-05,-0.0,0,0.0
ABTB1,0.0,22.0,0.00014472229360354674,-0.0,0,0.0
ABTB2,1.0,25.0,7.746010930568362e-05,1.747322743287672e-06,0,0.0
ABTB3,4.0,64.0,7.991707179410055e-05,6.360638979814469e-06,6,1.2
ACAA1,3.0,36.0,0.0001150179929616932,6.570665795863876e-06,52,13.0
ACAA2,3.0,47.0,0.00016788051695240205,7.0175724821046605e-06,10,2.5
ACACA,481.0,58.0,6.224147545990229e-05,0.0013694807583882764,6717,13.935684647302905
ACACB,1.0,11.0,4.7806159761924206e-05,1.8466121893967124e-06,0,0.0
ACAD10,5.0,8.0,6.379619071355967e-05,6.500280254744754e-06,51,8.5
ACAD11,101.0,30.0,0.0001239829468203725,0.0002736114448587879,2563,25.127450980392158
ACAD8,1.0,11.0,0.0001114922873484087,8.08506052376228e-07,2,1.0
ACAD9,305.0,25.0,6.79271032830855e-05,0.0008809899785908573,7398,24.176470588235293
ACADM,1.0,56.0,0.00011178993458979411,5.105926448740277e-07,3,1.5
ACADS,13.0,18.0,5.01063685855638e-05,3.6382565631468785e-05,1551,110.78571428571429
ACADSB,1.0,10.0,0.00011539600426001094,7.447589704880197e-07,2,1.0
ACADVL,3.0,91.0,0.00015399939118585084,8.01698655568989e-06,6,1.5
ACAP1,1.0,100.0,0.0002567595145823807,3.4048314635000373e-06,5,2.5
ACAP2,0.0,26.0,8.575693794662698e-05,-0.0,0,0.0
ACAP3,1.0,19.0,9.279499497142612e-05,3.4854242904415773e-06,0,0.0
ACAT1,0.0,74.0,7.286843958146476e-05,-0.0,0,0.0
ACAT2,3.0,125.0,9.424282034119246e-05,7.5371264044317775e-06,4,1.0
ACBD3,2.0,35.0,0.00010918686277508569,1.317195524961072e-06,2127,709.0
ACBD4,0.0,24.0,4.996118580908443e-05,-0.0,0,0.0
ACBD5,1.0,37.0,6.24152619664898e-05,3.1447179295539878e-06,1,0.5
ACBD6,3.0,59.0,0.000219772019307898,1.1186550980927855e-05,14,3.5
ACCS,1.0,18.0,6.370488561449259e-05,2.3642446453234492e-07,1,0.5
ACD,3.0,33.0,5.825937077455906e-05,6.325661739631195e-06,2,0.5
ACE,1.0,2.0,4.717654365175529e-05,9.126234345139227e-07,0,0.0
ACER3,0.0,16.0,5.193366473859178e-05,-0.0,0,0.0
ACIN1,1.0,9.0,9.694751380157426e-05,1.8426744418100935e-06,3,1.5
ACKR3,0.0,8.0,4.926706723661927e-05,-0.0,0,0.0
ACLY,1717.0,55.0,6.650004408890193e-05,0.0043068593935109796,8944,5.206053550640279
ACO1,0.0,19.0,5.6495406832680446e-05,-0.0,0,0.0
ACO2,1.0,11.0,5.887574246841579e-05,1.939501690897621e-07,0,0.0
ACOT13,2.0,64.0,0.00021473530533634144,1.9870589166488307e-06,1,0.3333333333333333
ACOT4,0.0,6.0,4.828166193573508e-05,-0.0,0,0.0
ACOT7,511.0,50.0,9.49554569307797e-05,0.0015604371834589533,7314,14.28515625
ACOT8,3.0,16.0,0.00012305948918171642,1.8132493200486453e-06,2,0.5
ACOT9,4.0,27.0,5.752736437077272e-05,9.65293476709994e-06,1,0.2
ACOX1,4.0,22.0,0.00017622375607200986,1.3003258686933996e-05,7,1.4
ACOX3,0.0,13.0,7.2958048207209e-05,-0.0,0,0.0
ACP1,3.0,44.0,6.002134521538082e-05,2.1907009726447523e-06,31,7.75
ACP2,2.0,23.0,5.1293694765696e-05,2.106229517936037e-06,1,0.3333333333333333
ACP5,1.0,93.0,7.836255033763192e-05,1.1622041536752998e-06,3,1.5
ACP6,4.0,19.0,5.8471547245369486e-05,8.625182929580983e-06,48,9.6
ACSF2,0.0,26.0,6.584252126817322e-05,-0.0,0,0.0
ACSF3,1.0,59.0,0.00010035449078135778,1.1484415073609339e-06,0,0.0
ACSL1,47.0,56.0,7.730124011235323e-05,0.00014259197403249064,2388,49.75
ACSL3,18.0,55.0,0.0005457051017943031,5.898959489303292e-05,3489,183.6315789473684
ACSL4,0.0,66.0,0.00013790303248380027,-0.0,0,0.0
ACSL5,1.0,37.0,8.117164845552132e-05,3.687493690941621e-07,0,0.0
ACSL6,3.0,55.0,0.00022292735300164968,3.3371202170430155e-06,15,3.75
ACSM3,1.0,17.0,5.587823586789123e-05,7.288867573824993e-08,0,0.0
ACSS1,2.0,24.0,5.4980487425864325e-05,4.252084459643773e-07,2,0.6666666666666666
ACSS2,4.0,69.0,0.00018033710682481506,7.065527730780658e-06,264,52.8
ACTA2,0.0,92.0,0.0001880207669269617,-0.0,0,0.0
ACTG1,0.0,236.0,0.00039545461030488676,-0.0,0,0.0
ACTMAP,24.0,28.0,5.306200327196827e-05,5.6378976720748125e-05,1725,69.0
ACTN1,0.0,99.0,0.00011778569595014685,-0.0,0,0.0
ACTN4,2.0,56.0,6.143300121137172e-05,3.0784257650859232e-06,370,123.33333333333333
ACTR1A,0.0,27.0,5.727914519938623e-05,-0.0,0,0.0
ACTR1B,1.0,104.0,0.00010917288897545192,1.6999196824008059e-06,11,5.5
ACTR2,650.0,46.0,0.00010387702387100608,0.0020571140357177214,7410,11.382488479262673
ACTR3,53.0,25.0,5.19003959225604e-05,0.00020337130541479696,2996,55.48148148148148
ACTR3B,3.0,2.0,4.680501393407825e-05,5.293761253720728e-06,1,0.25
ACTR5,255.0,13.0,9.430156820159258e-05,0.0004500533174994775,3770,14.7265625
ACTR8,351.0,17.0,8.681208246891608e-05,0.0011601348402849078,5325,15.127840909090908
ACVR1,7.0,74.0,0.0002592232220511796,2.0917682052594843e-05,10,1.25
ACVR1B,0.0,26.0,5.8100889793210984e-05,-0.0,0,0.0
ACVR1C,1.0,29.0,0.00028340674452804836,1.178142906324137e-06,242,121.0
ACVR2A,4.0,40.0,5.898376056077291e-05,8.453422340271967e-06,9,1.8
ACVR2B,0.0,34.0,6.790183470086463e-05,-0.0,0,0.0
ACY1,0.0,36.0,5.2967132203394604e-05,-0.0,0,0.0
ACYP1,3.0,35.0,5.4525524729361616e-05,2.6537382333884927e-06,4,1.0
ACYP2,190.0,52.0,0.00011061858542270989,0.0004077231885876912,5386,28.198952879581153
ADA,0.0,78.0,0.00028797239831186776,-0.0,0,0.0
ADA2,0.0,86.0,9.066762998964826e-05,-0.0,0,0.0
ADAM10,4.0,38.0,7.513614331719434e-05,1.4149554668132052e-05,7,1.4
ADAM15,4.0,52.0,9.671488508992672e-05,6.2319274426554805e-06,14,2.8
ADAM17,1.0,20.0,5.250754127786798e-05,6.561311568321324e-08,1,0.5
ADAM19,230.0,98.0,0.00012363528048276102,0.0005168486424429183,3774,16.337662337662337
ADAM22,2.0,35.0,6.919308566109971e-05,5.598708456339114e-06,1,0.3333333333333333
ADAM8,1.0,180.0,0.00016949686270666448,2.0090068814231006e-06,1,0.5
ADAM9,1.0,49.0,9.914587410203216e-05,6.149670564832407e-07,32,16.0
ADAMTS1,3.0,15.0,4.84954330662498e-05,4.531172131003365e-06,5,1.25
ADAMTS10,2.0,13.0,4.761535781719619e-05,3.4179583983683532e-06,2,0.6666666666666666
ADAMTS17,5.0,0.0,4.6695034035877875e-05,9.190500345019306e-06,48,8.0
ADAMTS6,5.0,9.0,4.993415349148502e-05,1.5948881703536788e-05,159,26.5
ADAMTSL5,4.0,4.0,4.707110041441232e-05,1.2018209801706023e-05,2,0.4
ADAP1,0.0,23.0,6.189547544210466e-05,-0.0,0,0.0
ADAR,1.0,95.0,7.760921733485334e-05,8.397109892524541e-07,58,29.0
ADARB1,2.0,25.0,5.8674916879979276e-05,3.0854980717062864e-06,0,0.0
ADAT1,2.0,28.0,4.9648306062049426e-05,5.2828382188199524e-06,4,1.3333333333333333
ADAT2,112.0,29.0,6.390074174514895e-05,0.0004442204257356207,3341,29.56637168141593
ADCK2,0.0,26.0,8.170185913562917e-05,-0.0,0,0.0
ADCK5,1.0,5.0,5.460837057266981e-05,2.345963960940052e-06,3,1.5
ADCY1,0.0,57.0,9.321810680315657e-05,-0.0,0,0.0
ADCY3,0.0,53.0,0.0001080311469109438,-0.0,0,0.0
ADCY4,72.0,7.0,4.723915332586396e-05,0.0002236695630492761,3145,43.082191780821915
ADCY7,0.0,16.0,5.971357263472905e-05,-0.0,0,0.0
ADCY9,0.0,15.0,4.860635936759822e-05,-0.0,0,0.0
ADD1,5.0,80.0,6.006062258641458e-05,1.1756743013521634e-05,15,2.5
ADD2,2.0,27.0,0.00023343959686696227,2.0254797555247948e-06,0,0.0
ADD3,2.0,61.0,0.00011238169237374213,2.1326283689818917e-06,1,0.3333333333333333
ADGRA3,0.0,37.0,0.00015838901591027328,-0.0,0,0.0
ADGRE5,0.0,129.0,9.356932422219385e-05,-0.0,0,0.0
ADGRG1,5.0,72.0,0.00010879302369613488,1.5061976847651568e-05,74,12.333333333333334
ADGRG5,22.0,52.0,9.876492030215265e-05,4.945640646682318e-05,97,4.217391304347826
ADGRL1,11.0,26.0,0.00014875591742202624,2.5128070432697456e-05,965,80.41666666666667
ADH5,0.0,15.0,8.315586966891572e-05,-0.0,0,0.0
ADHFE1,113.0,12.0,4.7347385773997334e-05,0.00041322128738700066,3073,26.95614035087719
ADI1,1.0,126.0,0.00013764296929753234,8.820919239384388e-08,0,0.0
ADIPOR1,3.0,27.0,0.0001253981032438822,3.0784696936068944e-06,21,5.25
ADIPOR2,0.0,51.0,7.155033176342698e-05,-0.0,0,0.0
ADISSP,0.0,7.0,4.900058078093522e-05,-0.0,0,0.0
ADK,0.0,76.0,0.0001460688359263232,-0.0,0,0.0
ADM5,10.0,3.0,4.9996496776534514e-05,1.4966736005926751e-05,326,29.636363636363637
ADNP,23.0,19.0,6.854375343806775e-05,3.443947949855712e-05,89,3.7083333333333335
ADNP2,62.0,32.0,0.00011080348681600011,0.00010762972643337126,1257,19.952380952380953
ADO,7.0,19.0,5.559333915082026e-05,2.2173967913523337e-05,6,0.75
ADORA2A,3.0,61.0,0.00013852183831569224,5.748366462997828e-06,20,5.0
ADPGK,0.0,14.0,5.25801586645169e-05,-0.0,0,0.0
ADPRH,0.0,50.0,0.00016678568995313135,-0.0,0,0.0
ADPRM,230.0,14.0,6.263955662141067e-05,0.0006095379380556775,6239,27.00865800865801
ADPRS,2.0,43.0,8.114255350966587e-05,4.771817491307022e-06,0,0.0
ADRB2,0.0,13.0,5.01519601315767e-05,-0.0,0,0.0
ADRM1,18.0,53.0,6.840123946508818e-05,3.110972881884231e-05,32,1.6842105263157894
ADSS2,0.0,31.0,5.317101759740537e-05,-0.0,0,0.0
ADTRP,0.0,49.0,6.08494360910011e-05,-0.0,0,0.0
AEBP1,0.0,18.0,7.511499856535918e-05,-0.0,0,0.0
AEBP2,279.0,71.0,8.127289589066094e-05,0.0006847604931929519,3417,12.20357142857143
AEN,0.0,108.0,0.00011219642781808744,-0.0,0,0.0
AFAP1,0.0,45.0,7.401968638359583e-05,-0.0,0,0.0
AFAP1L2,0.0,36.0,0.00010797004754674322,-0.0,0,0.0
AFDN,2.0,38.0,7.223114459594635e-05,4.553951200484135e-06,2,0.6666666666666666
AFF1,11.0,60.0,6.674385084237504e-05,4.3923990085833454e-05,61,5.083333333333333
AFF2,0.0,3.0,4.719758409554943e-05,-0.0,0,0.0
AFF4,0.0,54.0,9.293972048792675e-05,-0.0,0,0.0
AFG3L2,90.0,58.0,6.715445910638857e-05,0.0002530224601842215,3707,40.73626373626374
AFTPH,1.0,43.0,6.413294851553359e-05,6.576807733436438e-07,1,0.5
AGA,0.0,24.0,7.337658131803606e-05,-0.0,0,0.0
AGAP1,1.0,27.0,9.154525374904866e-05,3.1388786141212602e-06,492,246.0
AGAP2,2.0,40.0,7.592664357911068e-05,2.2759241150329572e-06,4,1.3333333333333333
AGAP3,3.0,15.0,6.191228302506347e-05,5.654567183421482e-06,6,1.5
AGBL2,3.0,19.0,0.00015580691707863198,6.51373792492178e-06,1,0.25
AGBL5,1.0,35.0,4.965425506582775e-05,2.2380169801602364e-06,61,30.5
AGER,0.0,20.0,7.649553536773703e-05,-0.0,0,0.0
AGFG1,2.0,58.0,8.705378586236032e-05,1.9257809573489332e-06,4,1.3333333333333333
AGFG2,1.0,20.0,0.00016531484873043696,1.0196193529099726e-06,1,0.5
AGGF1,9.0,21.0,9.477889714676346e-05,2.3573229869895924e-05,413,41.3
AGK,3.0,53.0,7.540762104851092e-05,5.3131132385801845e-06,59,14.75
AGL,0.0,24.0,6.010820635885481e-05,-0.0,0,0.0
AGMAT,1.0,37.0,0.00015907999530635026,1.276113763874533e-06,0,0.0
AGO1,5.0,10.0,4.802511320386681e-05,7.71883152470726e-06,200,33.333333333333336
AGO2,0.0,68.0,6.905992611234295e-05,-0.0,0,0.0
AGO3,1.0,5.0,4.7061838740894774e-05,6.191163932471598e-07,2,1.0
AGPAT1,10.0,61.0,0.00021652733356151104,2.7072448804626747e-05,450,40.90909090909091
AGPAT2,0.0,26.0,5.277461947888114e-05,-0.0,0,0.0
AGPAT3,1.0,71.0,8.532881540917908e-05,4.1310652682650704e-06,2,1.0
AGPAT4,0.0,23.0,9.863500263938309e-05,-0.0,0,0.0
AGPAT5,0.0,33.0,7.163625218139234e-05,-0.0,0,0.0
AGPS,0.0,47.0,8.510629438418041e-05,-0.0,0,0.0
AGRN,21.0,89.0,0.0002838850019574801,5.132896088559972e-05,869,39.5
AGTPBP1,3.0,57.0,7.369969281079883e-05,8.413747130184267e-06,61,15.25
AGTRAP,0.0,47.0,0.00018083648054462116,-0.0,0,0.0
AHCYL1,2.0,29.0,6.845368818081786e-05,5.560057357923186e-06,4,1.3333333333333333
AHCYL2,0.0,61.0,0.0001358420361674311,-0.0,0,0.0
AHDC1,2.0,45.0,6.72535338245271e-05,3.8052027048316005e-06,0,0.0
AHI1,0.0,94.0,0.00013654655548357388,-0.0,0,0.0
AHNAK,3.0,104.0,0.0001127198335288831,1.083176696150134e-06,15,3.75
AHR,1213.0,56.0,0.00010990062769606195,0.002786567789467274,8164,6.724876441515651
AHRR,1.0,31.0,7.019754445922722e-05,7.384531470707323e-07,2,1.0
AHSA1,9.0,191.0,0.00013102626985120745,4.043494861440206e-05,259,25.9
AIDA,1.0,24.0,0.0002786882335314426,1.154048911044596e-06,1,0.5
AIF1,0.0,88.0,0.0003943810126590042,-0.0,0,0.0
AIFM1,591.0,41.0,5.296499456467534e-05,0.0020947988862521478,7652,12.925675675675675
AIFM2,0.0,33.0,6.051594859836988e-05,-0.0,0,0.0
AIG1,0.0,38.0,5.437133477987775e-05,-0.0,0,0.0
AIM2,0.0,87.0,0.0001843753389507088,-0.0,0,0.0
AIMP1,4.0,40.0,8.268639606799175e-05,6.241642168416969e-06,8,1.6
AIMP2,1.0,64.0,0.00011931324631029729,7.361214422710059e-07,3,1.5
AIP,121.0,135.0,0.00016722702923307653,0.00045182958249253576,3733,30.598360655737704
AK1,0.0,26.0,5.900959339513271e-05,-0.0,0,0.0
AK3,32.0,54.0,5.562073465923037e-05,5.986035404371837e-05,341,10.333333333333334
AK4,1.0,82.0,0.0002185504456516544,1.7449584198304079e-06,127,63.5
AK9,7.0,15.0,0.00010513052959460923,1.4292234875920572e-05,85,10.625
AKAP1,5.0,32.0,9.12667654956166e-05,5.928065230505173e-06,72,12.0
AKAP10,9.0,20.0,4.9172098769687554e-05,2.5862609165611475e-05,132,13.2
AKAP11,1.0,37.0,0.00017939773150772273,7.962985898799284e-07,0,0.0
AKAP12,0.0,10.0,5.02451690114112e-05,-0.0,0,0.0
AKAP13,3.0,72.0,6.512305564631497e-05,4.925505706675602e-06,27,6.75
AKAP17A,66.0,46.0,7.580149728314442e-05,0.0001562064020062245,2042,30.47761194029851
AKAP5,0.0,30.0,6.918207093178542e-05,-0.0,0,0.0
AKAP7,0.0,44.0,5.6163097702876074e-05,-0.0,0,0.0
AKAP8,0.0,9.0,5.775673626338121e-05,-0.0,0,0.0
AKAP8L,3.0,17.0,5.2064844883859545e-05,4.181810753487132e-06,13,3.25
AKAP9,0.0,24.0,5.2752654002292743e-05,-0.0,0,0.0
AKIP1,0.0,38.0,0.00034093379950716053,-0.0,0,0.0
AKIRIN1,2.0,44.0,5.576935196374955e-05,5.897567773810717e-06,4,1.3333333333333333
AKIRIN2,6.0,28.0,5.365482524766513e-05,1.1907145851281774e-05,6,0.8571428571428571
AKNA,0.0,125.0,8.299520833399457e-05,-0.0,0,0.0
AKR1A1,0.0,58.0,0.00014977045182013076,-0.0,0,0.0
AKR1B1,2.0,53.0,8.502096266868456e-05,3.577464914639515e-06,1052,350.6666666666667
AKR1C3,3.0,23.0,0.0001637756738775801,6.608189628065833e-06,1,0.25
AKR1E2,0.0,3.0,4.7093399202410655e-05,-0.0,0,0.0
AKR7A2,2.0,42.0,0.00016476318933773498,5.198629155191085e-06,1715,571.6666666666666
AKT1,2.0,45.0,0.0001012534414514212,4.433628179948616e-06,61,20.333333333333332
AKT1S1,1.0,24.0,5.513438194712487e-05,1.6349676999450809e-06,0,0.0
AKT2,7.0,28.0,7.80699613777457e-05,1.7648361839543108e-05,91,11.375
AKT3,2.0,67.0,6.67189431336364e-05,1.7961411764038752e-06,31,10.333333333333334
AKTIP,3.0,36.0,9.832290323449463e-05,1.1448187774379272e-05,8,2.0
ALAD,21.0,31.0,0.00012155607538685207,8.666766165454669e-05,1853,84.22727272727273
ALAS1,11.0,46.0,0.00023365620083946225,4.126074736702234e-05,1560,130.0
ALCAM,0.0,43.0,0.0001480882162265713,-0.0,0,0.0
ALDH16A1,0.0,36.0,9.013586607773856e-05,-0.0,0,0.0
ALDH18A1,11.0,53.0,7.961386308494498e-05,2.6011541884650502e-05,93,7.75
ALDH1B1,6.0,48.0,7.418505026099851e-05,9.231072108330807e-06,11,1.5714285714285714
ALDH3A2,0.0,37.0,0.00010362744693479732,-0.0,0,0.0
ALDH5A1,0.0,43.0,7.628409037689449e-05,-0.0,0,0.0
ALDH7A1,0.0,29.0,7.269856993249259e-05,-0.0,0,0.0
ALDH8A1,1.0,14.0,0.00010309628727782968,2.0813567430404835e-06,0,0.0
ALDH9A1,0.0,14.0,5.106941406610504e-05,-0.0,0,0.0
ALDOC,0.0,114.0,0.00030034585194052294,-0.0,0,0.0
ALG1,0.0,9.0,5.4333282855676e-05,-0.0,0,0.0
ALG12,37.0,24.0,6.982425317109746e-05,7.255926238868278e-05,590,15.526315789473685
ALG13,3.0,12.0,5.175477641995599e-05,5.065877080691631e-06,2,0.5
ALG14,2.0,22.0,5.571332928304765e-05,3.634183310342689e-06,5,1.6666666666666667
ALG2,11.0,41.0,6.337560407753841e-05,3.611428829170464e-05,38,3.1666666666666665
ALG3,9.0,34.0,6.358313933240114e-05,2.2097681203959416e-05,133,13.3
ALG5,16.0,27.0,9.571473921483133e-05,4.135618846431753e-05,975,57.35294117647059
ALG6,165.0,13.0,5.968640049954365e-05,0.0005222536960435993,5332,32.12048192771084
ALG8,375.0,26.0,7.534261058983528e-05,0.0012804694451509664,6246,16.611702127659573
ALG9,0.0,26.0,6.676474586919028e-05,-0.0,0,0.0
ALKBH1,1.0,18.0,5.8500732140340364e-05,3.328861078937765e-06,19,9.5
ALKBH2,43.0,7.0,7.176726558035158e-05,7.202174666286573e-05,1388,31.545454545454547
ALKBH3,0.0,34.0,6.277304484228776e-05,-0.0,0,0.0
ALKBH4,0.0,9.0,6.93279381114277e-05,-0.0,0,0.0
ALKBH5,1.0,39.0,6.881584950609897e-05,3.661516080434145e-06,3,1.5
ALKBH6,0.0,20.0,6.910499561932905e-05,-0.0,0,0.0
ALKBH7,0.0,38.0,6.876165565168304e-05,-0.0,0,0.0
ALKBH8,2.0,14.0,5.158936550849275e-05,2.3670762912277966e-06,9,3.0
ALMS1,3.0,13.0,5.5562993378320805e-05,4.088983113048889e-06,61,15.25
ALOX5,7.0,28.0,6.421730815640503e-05,2.750761392473351e-05,636,79.5
ALOX5AP,0.0,108.0,0.00010426781394964283,-0.0,0,0.0
ALPK1,7.0,57.0,8.168726488142806e-05,1.6032041185500524e-05,31,3.875
ALS2,0.0,21.0,5.495386131009864e-05,-0.0,0,0.0
AMBRA1,295.0,12.0,5.200684435159664e-05,0.0006410760505205064,6103,20.618243243243242
AMD1,234.0,70.0,8.21177984213106e-05,0.0005847082390368903,6151,26.174468085106383
AMDHD1,0.0,3.0,0.00012391277906374494,-0.0,0,0.0
AMDHD2,1.0,36.0,7.212944875185654e-05,1.9244761240088652e-06,402,201.0
AMER1,0.0,12.0,5.9319539300990597e-05,-0.0,0,0.0
AMFR,2.0,45.0,5.83870163348117e-05,2.8922122979713495e-06,0,0.0
AMIGO2,2.0,37.0,0.00012450308179844498,6.3368685457013754e-06,735,245.0
AMMECR1,3.0,12.0,4.8967781402565104e-05,4.579074588794539e-06,11,2.75
AMN1,0.0,23.0,6.0854670477843706e-05,-0.0,0,0.0
AMPD2,0.0,9.0,5.865981080361488e-05,-0.0,0,0.0
AMPD3,0.0,61.0,9.605575947155477e-05,-0.0,0,0.0
AMT,0.0,11.0,4.823727726914904e-05,-0.0,0,0.0
AMZ2,0.0,65.0,6.909793472199895e-05,-0.0,0,0.0
ANAPC10,30.0,4.0,4.722601705432052e-05,7.88502930908747e-05,926,29.870967741935484
ANAPC11,16.0,82.0,0.0001627529038587307,4.103460627298384e-05,152,8.941176470588236
ANAPC13,0.0,56.0,7.340093426149477e-05,-0.0,0,0.0
ANAPC15,1.0,56.0,6.935615077135278e-05,2.804792606213427e-06,4,2.0
ANAPC16,3.0,114.0,0.00018822411945908837,5.011823719496923e-06,3,0.75
ANAPC5,1.0,54.0,0.00017645803000818094,3.966161883042351e-07,0,0.0
ANAPC7,1.0,20.0,4.981583459727798e-05,2.4884497511319524e-06,2,1.0
ANGEL1,0.0,19.0,8.84025583475894e-05,-0.0,0,0.0
ANGEL2,0.0,4.0,4.692113765586949e-05,-0.0,0,0.0
ANGPTL6,0.0,21.0,6.657184668898379e-05,-0.0,0,0.0
ANK1,0.0,31.0,5.545198136851752e-05,-0.0,0,0.0
ANK3,0.0,44.0,5.934826635858697e-05,-0.0,0,0.0
ANKAR,5.0,4.0,4.702020754523233e-05,9.320411064543982e-06,11,1.8333333333333333
ANKDD1A,0.0,21.0,4.915769894123388e-05,-0.0,0,0.0
ANKEF1,1.0,21.0,7.32579390033691e-05,5.150820674394176e-06,17,8.5
ANKFY1,2.0,27.0,0.0011400932173052617,4.214405184866818e-06,3,1.0
ANKH,4.0,67.0,0.00013431397511484954,9.614432206885507e-06,11,2.2
ANKLE1,1.0,14.0,5.345625373880979e-05,2.4189087526515694e-07,0,0.0
ANKLE2,0.0,54.0,0.00010580878060695103,-0.0,0,0.0
ANKMY1,0.0,5.0,4.7099229254335836e-05,-0.0,0,0.0
ANKMY2,6.0,10.0,5.092348732361119e-05,1.4300489060540104e-05,54,7.714285714285714
ANKRD10,3.0,139.0,0.0002638570565616094,2.6927572833005387e-06,9,2.25
ANKRD11,13.0,52.0,8.167094026907936e-05,3.418256742467274e-05,196,14.0
ANKRD12,0.0,41.0,6.970439392881692e-05,-0.0,0,0.0
ANKRD13A,0.0,66.0,0.00010894251952134161,-0.0,0,0.0
ANKRD13B,0.0,23.0,5.565141384907041e-05,-0.0,0,0.0
ANKRD13C,1.0,19.0,5.3962390699715015e-05,1.6846213711332593e-06,1,0.5
ANKRD13D,0.0,49.0,6.253384463362019e-05,-0.0,0,0.0
