gene,out_degree,in_degree,pagerank,hub,two_hop_reach,reach_ratio
PIP4P2,4.0,10.0,4.7653655569795084e-05,5.817478252511472e-06,28,5.6
PIP5K1A,6.0,15.0,4.790026059123778e-05,9.88582369593752e-06,21,3.0
PIP5K1C,2.0,28.0,0.00020429461207640133,5.981721012716891e-06,7,2.3333333333333335
PIR,0.0,89.0,0.00014062117972256838,-0.0,0,0.0
PISD,1.0,14.0,4.787742662497593e-05,4.4238584913869705e-07,77,38.5
PITHD1,0.0,40.0,8.044723587042433e-05,-0.0,0,0.0
PITPNA,1.0,35.0,8.61950255843221e-05,7.684913409292706e-07,12,6.0
PITPNB,10.0,17.0,5.1041172521079895e-05,3.517969156517605e-05,208,18.90909090909091
PITPNC1,0.0,100.0,0.00020480394964357516,-0.0,0,0.0
PITPNM1,4.0,65.0,0.00014641220557642625,6.353727465000076e-06,129,25.8
PITPNM2,0.0,70.0,6.661056493154573e-05,-0.0,0,0.0
PITRM1,484.0,71.0,0.000145165498682671,0.0017710227971653545,7718,15.91340206185567
PITX1,0.0,7.0,0.00021899549604612726,-0.0,0,0.0
PIWIL4,2.0,2.0,4.8082699906401754e-05,3.1076720318692635e-06,1,0.3333333333333333
PJA1,10.0,8.0,0.00010394898638217074,2.3876993880918e-05,570,51.81818181818182
PJA2,3.0,100.0,0.00011918630121812292,5.977140973735463e-06,2,0.5
PJVK,1.0,10.0,4.712781172034022e-05,2.9425628666691837e-06,52,26.0
PKD1,0.0,3.0,4.68202393621671e-05,-0.0,0,0.0
PKD2,4.0,21.0,0.00011473117224745073,1.2618811887130085e-05,2,0.4
PKIA,0.0,65.0,0.00011970403925065052,-0.0,0,0.0
PKIG,1.0,12.0,6.58763694113901e-05,1.2308923977715928e-06,43,21.5
PKM,106.0,70.0,9.387340841498021e-05,0.00039057161651081406,4263,39.8411214953271
PKN1,0.0,59.0,0.00037272912821217235,-0.0,0,0.0
PKN2,0.0,20.0,4.904063652076508e-05,-0.0,0,0.0
PKN3,26.0,20.0,9.577716609587925e-05,6.967314776104377e-05,1714,63.48148148148148
PKNOX1,187.0,13.0,0.00013070669404473866,0.00043885831075371224,4303,22.888297872340427
PKP4,0.0,29.0,0.00013268862140465665,-0.0,0,0.0
PLA2G12A,30.0,29.0,5.0867088268162927e-05,4.5978971411064285e-05,602,19.419354838709676
PLA2G15,2.0,11.0,4.816155434543808e-05,3.4684435305095545e-06,16,5.333333333333333
PLA2G4A,6.0,10.0,5.845271823935655e-05,1.1235353303744245e-05,6,0.8571428571428571
PLA2G4C,1.0,22.0,5.4151365181475686e-05,1.3680813481550417e-06,2,1.0
PLA2G6,6.0,34.0,6.754441166640762e-05,9.600282460110363e-06,72,10.285714285714286
PLAA,2.0,27.0,5.2429586077816644e-05,2.0412289539473262e-06,35,11.666666666666666
PLAAT3,0.0,40.0,0.00011096734888972078,-0.0,0,0.0
PLAAT4,1.0,118.0,0.00012189072304143655,1.42440072815609e-06,2,1.0
PLAC8,0.0,96.0,8.00531848941696e-05,-0.0,0,0.0
PLAG1,1.0,21.0,0.00018142071821301053,2.4487924117500695e-06,3,1.5
PLAGL1,0.0,28.0,0.00010348586725007227,-0.0,0,0.0
PLAT,0.0,5.0,4.7097857053255e-05,-0.0,0,0.0
PLAUR,0.0,52.0,0.00010180646352224697,-0.0,0,0.0
PLB1,2.0,1.0,4.6752958718436096e-05,2.613588317032469e-06,8,2.6666666666666665
PLBD2,1.0,26.0,5.099848532081369e-05,1.2112245023388865e-06,0,0.0
PLCB1,0.0,7.0,0.00011418434258699185,-0.0,0,0.0
PLCB2,1.0,43.0,0.0003640885702492601,1.2434318248461934e-06,1,0.5
PLCB3,2.0,17.0,6.578184870111526e-05,5.446071450564357e-06,126,42.0
PLCG1,1587.0,163.0,0.00011413319932384745,0.004906196886521706,8832,5.561712846347607
PLCG2,0.0,50.0,0.00016134154172312205,-0.0,0,0.0
PLCL1,1.0,13.0,5.711073725500011e-05,1.8062232492126513e-06,0,0.0
PLCL2,1.0,41.0,5.51941296558016e-05,3.7152829180838883e-06,1485,742.5
PLCXD1,1.0,29.0,0.00022445738941523957,1.6793370353635194e-06,3,1.5
PLCXD2,1.0,23.0,6.916956591549929e-05,1.4656924146439594e-06,4,2.0
PLD2,3.0,24.0,5.212755124572222e-05,1.5751297381431467e-05,1,0.25
PLD6,0.0,28.0,5.1179136986456045e-05,-0.0,0,0.0
PLEC,12.0,101.0,7.71941246083503e-05,1.996443330427567e-05,1930,148.46153846153845
PLEK,0.0,11.0,0.0001032919487120979,-0.0,0,0.0
PLEKHA1,1.0,15.0,5.2115836459367494e-05,1.2249252461743956e-06,1,0.5
PLEKHA2,0.0,31.0,0.0001013127101135549,-0.0,0,0.0
PLEKHA3,1.0,25.0,0.00010003003258148122,1.811255798721611e-07,1,0.5
PLEKHA5,75.0,11.0,4.8412888684526674e-05,0.00020043434592285458,1912,25.157894736842106
PLEKHA7,0.0,27.0,5.4537456427423515e-05,-0.0,0,0.0
PLEKHA8,5.0,24.0,0.00011351458761926829,4.40800148694663e-06,234,39.0
PLEKHB1,0.0,14.0,5.025400264533007e-05,-0.0,0,0.0
PLEKHB2,0.0,50.0,6.270670719405353e-05,-0.0,0,0.0
PLEKHF1,1.0,62.0,5.975151274119757e-05,1.2112245023388865e-06,0,0.0
PLEKHF2,1.0,24.0,0.00018001590111675446,1.5200173381193777e-06,1,0.5
PLEKHG1,285.0,17.0,5.725216210943454e-05,0.0008947726325744328,5944,20.783216783216783
PLEKHG2,1.0,36.0,0.00010429237596001149,1.1428562126070821e-06,223,111.5
PLEKHG3,0.0,44.0,7.583122215542124e-05,-0.0,0,0.0
PLEKHG4,0.0,20.0,6.570693406903735e-05,-0.0,0,0.0
PLEKHH2,1.0,7.0,4.883922866095118e-05,1.2389714326070362e-06,0,0.0
PLEKHJ1,0.0,7.0,5.076622422302118e-05,-0.0,0,0.0
PLEKHM1,5.0,4.0,4.875112076521169e-05,6.453443317810328e-06,374,62.333333333333336
PLEKHM2,0.0,17.0,5.894905936658348e-05,-0.0,0,0.0
PLEKHM3,0.0,11.0,4.8923309775679696e-05,-0.0,0,0.0
PLEKHO1,0.0,56.0,6.602658810394389e-05,-0.0,0,0.0
PLEKHO2,0.0,24.0,0.00014316914032994125,-0.0,0,0.0
PLGRKT,9.0,45.0,5.5130583589990686e-05,1.8769117684563103e-05,68,6.8
PLIN2,0.0,10.0,6.472520172636077e-05,-0.0,0,0.0
PLIN3,0.0,44.0,6.793809240306868e-05,-0.0,0,0.0
PLK2,0.0,32.0,0.0004840586961069637,-0.0,0,0.0
PLK3,0.0,46.0,0.00014559180015361183,-0.0,0,0.0
PLK4,0.0,11.0,4.9682253972333794e-05,-0.0,0,0.0
PLOD1,2.0,42.0,0.000124273669777311,3.03161112246866e-06,1,0.3333333333333333
PLOD3,8.0,48.0,7.340225174547448e-05,2.2762237678049872e-05,304,33.77777777777778
PLP2,0.0,35.0,0.00010611843902595984,-0.0,0,0.0
PLPBP,1.0,40.0,8.003375461406779e-05,4.76958597892093e-07,1,0.5
PLPP1,0.0,104.0,0.000441154845601129,-0.0,0,0.0
PLPP5,0.0,41.0,5.936790556803203e-05,-0.0,0,0.0
PLPP6,0.0,9.0,4.74277749941317e-05,-0.0,0,0.0
PLS1,0.0,13.0,5.1433938583669384e-05,-0.0,0,0.0
PLSCR1,0.0,86.0,0.00016878575160185865,-0.0,0,0.0
PLTP,0.0,19.0,8.272016951520747e-05,-0.0,0,0.0
PLXNA3,1.0,38.0,6.388198478808315e-05,6.078494515224734e-07,0,0.0
PLXNA4,1.0,11.0,5.4969936882332404e-05,5.929598898815593e-06,2,1.0
PLXNB2,0.0,115.0,8.197233036973033e-05,-0.0,0,0.0
PLXNC1,0.0,78.0,8.724022278488379e-05,-0.0,0,0.0
PLXND1,0.0,15.0,5.768621943950471e-05,-0.0,0,0.0
PM20D1,4.0,0.0,4.6695034035877875e-05,3.896411246059546e-06,6,1.2
PM20D2,3.0,52.0,0.00024329932268348802,4.168221134766435e-06,29,7.25
PMAIP1,2.0,181.0,0.0009489998696820655,2.624152601353011e-06,3,1.0
PMCH,0.0,76.0,0.0006302209144971153,-0.0,0,0.0
PML,0.0,64.0,6.919392283737707e-05,-0.0,0,0.0
PMM1,1.0,28.0,4.99901514667991e-05,9.034146518474309e-07,1,0.5
PMM2,0.0,41.0,0.00027697532392118447,-0.0,0,0.0
PMPCB,67.0,34.0,8.487931783631361e-05,0.00015567834102403426,1044,15.352941176470589
PMS1,2.0,46.0,0.00010459208264660696,2.872797997357882e-06,4,1.3333333333333333
PMS2,3.0,14.0,0.00016615100121502059,7.006903442765277e-06,4,1.0
PMVK,2688.0,66.0,8.993894880788501e-05,0.006772270108389745,9133,3.396429899590926
PNMA1,2.0,29.0,5.705232095732339e-05,1.0590523348775916e-06,1,0.3333333333333333
PNMA3,0.0,1.0,4.67374613654045e-05,-0.0,0,0.0
PNP,1.0,77.0,0.0001134364841325373,5.207072524552995e-07,0,0.0
PNPLA2,1.0,41.0,5.4703680073403484e-05,3.45034186656468e-06,0,0.0
PNPLA4,2.0,22.0,5.352288188720096e-05,3.125070088876006e-06,4,1.3333333333333333
PNPLA6,0.0,43.0,6.118607519199e-05,-0.0,0,0.0
PNPLA7,3.0,13.0,4.772614606432341e-05,7.2078694172559754e-06,5,1.25
PNPLA8,0.0,6.0,4.764567873349841e-05,-0.0,0,0.0
PNPO,1.0,41.0,6.841092884132431e-05,1.4614808869951377e-06,0,0.0
PNPT1,637.0,39.0,6.154736458795537e-05,0.0021197721418733935,8038,12.598746081504702
PNRC1,1.0,229.0,0.00020733808121720456,1.936880382974281e-06,3,1.5
PNRC2,2.0,52.0,0.00011431785590485354,5.2239994903373715e-06,1,0.3333333333333333
POC1A,2.0,18.0,0.00027872161905201343,1.8226210793823429e-06,2,0.6666666666666666
POC1B,17.0,34.0,7.197481307790496e-05,4.457796421606479e-05,146,8.11111111111111
POC5,1.0,12.0,4.796044997888489e-05,1.7649670722279539e-07,0,0.0
PODXL,18.0,3.0,4.684696040895162e-05,5.487418237608781e-05,387,20.36842105263158
PODXL2,3.0,13.0,6.35772584239856e-05,4.421441667663373e-06,726,181.5
POFUT1,6.0,14.0,6.37682846851486e-05,1.656876007683469e-05,15,2.142857142857143
POFUT2,1.0,14.0,4.8128796064745316e-05,1.9124491146137755e-06,0,0.0
POGK,0.0,25.0,6.726129219313985e-05,-0.0,0,0.0
POGLUT1,0.0,15.0,6.235087604082542e-05,-0.0,0,0.0
POGLUT2,4.0,27.0,0.00013665229694302008,8.144141424741748e-06,7,1.4
POGLUT3,431.0,52.0,0.00024965644795130475,0.0013114513541829726,5482,12.689814814814815
POGZ,41.0,15.0,5.833359930241167e-05,0.00011271917402341097,1409,33.54761904761905
POLB,0.0,30.0,5.291738485255311e-05,-0.0,0,0.0
POLD4,1.0,49.0,5.4493932910260465e-05,3.3561039148555405e-06,1,0.5
POLDIP2,14.0,64.0,0.0001604367666001769,2.4062241695472865e-05,904,60.266666666666666
POLDIP3,133.0,51.0,0.00011936665295005986,0.0003743153375943992,4727,35.276119402985074
POLE3,15.0,40.0,8.154332294450542e-05,4.7212522525664096e-05,397,24.8125
POLE4,12.0,29.0,5.294337501131051e-05,3.58206748912424e-05,179,13.76923076923077
POLG,1076.0,9.0,4.800949784278974e-05,0.0032458956782905665,8430,7.827298050139276
POLG2,377.0,11.0,5.055247032469138e-05,0.0013661886508783828,6403,16.93915343915344
POLH,0.0,133.0,0.00014582565477610276,-0.0,0,0.0
POLI,2.0,48.0,8.702325663822083e-05,5.939448891707212e-06,0,0.0
POLK,0.0,21.0,5.779806600050018e-05,-0.0,0,0.0
POLL,1.0,13.0,0.0003033007879554307,2.029930153633522e-06,1,0.5
POLM,0.0,7.0,5.365660758656863e-05,-0.0,0,0.0
POLQ,0.0,23.0,7.477263145708489e-05,-0.0,0,0.0
POLR2K,0.0,88.0,7.971746730633437e-05,-0.0,0,0.0
POLR2L,4.0,48.0,7.31157512107092e-05,1.599553427185059e-05,1344,268.8
POLR3E,19.0,16.0,4.884418660815307e-05,5.1138585442781504e-05,351,17.55
POLR3G,3.0,50.0,0.00017746837196308936,8.594553589575228e-06,4,1.0
POLR3GL,12.0,26.0,5.116686178345267e-05,4.953482404805716e-05,191,14.692307692307692
POLR3H,16.0,107.0,8.403324137787097e-05,4.0867141963030314e-05,209,12.294117647058824
POLRMT,66.0,1.0,4.791090515344219e-05,0.0002643270474692074,2323,34.67164179104478
POM121,1.0,8.0,5.5248222637154376e-05,2.04634083451346e-06,1213,606.5
POM121C,0.0,0.0,4.6695034035877875e-05,-0.0,0,0.0
POMC,0.0,0.0,4.6695034035877875e-05,-0.0,0,0.0
POMGNT1,2.0,36.0,5.415890486879608e-05,5.5755305771117945e-06,16,5.333333333333333
POMGNT2,0.0,17.0,4.8485353800684686e-05,-0.0,0,0.0
POMT1,0.0,9.0,4.7400657642898004e-05,-0.0,0,0.0
POMT2,2.0,5.0,5.413310046710201e-05,1.7148876824290653e-06,62,20.666666666666668
PON2,5.0,42.0,5.4381688134671715e-05,1.4809876413798408e-05,88,14.666666666666666
POP7,0.0,43.0,7.840783807748817e-05,-0.0,0,0.0
POPDC2,0.0,9.0,5.775781543686884e-05,-0.0,0,0.0
POR,0.0,25.0,0.00013356852239138883,-0.0,0,0.0
PORCN,0.0,12.0,4.9418426659230393e-05,-0.0,0,0.0
POU2AF1,2.0,72.0,9.439886653990091e-05,6.393039519840565e-06,9,3.0
POU2F2,9.0,55.0,7.894521191196421e-05,1.9512662194073554e-05,13,1.3
POU4F1,0.0,0.0,4.6695034035877875e-05,-0.0,0,0.0
POU6F1,1.0,5.0,4.718117846136829e-05,1.7631411013706462e-06,1,0.5
PPARA,3.0,31.0,0.0001532079444237323,5.654179821206807e-06,19,4.75
PPARD,1.0,20.0,4.853146289570341e-05,2.688605141619261e-06,3,1.5
PPARG,0.0,27.0,0.0001087732386300839,-0.0,0,0.0
PPARGC1B,8.0,6.0,5.8844538884998413e-05,1.3688413920650254e-05,802,89.11111111111111
PPAT,232.0,47.0,6.008661520360014e-05,0.0007807431661350626,4467,19.17167381974249
PPCDC,144.0,51.0,8.44321556610136e-05,0.00038121835047343105,1639,11.303448275862069
PPCS,90.0,18.0,8.774947626266882e-05,0.00032207215739577677,1941,21.32967032967033
PPDPF,63.0,191.0,0.00019326370316894947,0.00010130451446747828,379,5.921875
PPFIBP1,1.0,57.0,0.0001238038497885581,3.8830962918351084e-07,0,0.0
PPFIBP2,0.0,1.0,4.6896646778096676e-05,-0.0,0,0.0
PPHLN1,261.0,22.0,5.613046116676085e-05,0.000518342729761624,5258,20.068702290076335
PPIA,0.0,30.0,0.00010402766723210954,-0.0,0,0.0
PPIB,1.0,96.0,0.00011554360924603363,1.1484415073609339e-06,0,0.0
PPID,0.0,103.0,0.000115038688247712,-0.0,0,0.0
PPIF,7.0,41.0,5.837684396832586e-05,1.425266107463411e-05,14,1.75
PPIG,0.0,18.0,5.522203150400508e-05,-0.0,0,0.0
PPIH,225.0,8.0,4.7405064556449275e-05,0.0005232090647491396,4891,21.641592920353983
PPIL1,53.0,73.0,5.697253389126257e-05,0.00014724576727020755,1492,27.62962962962963
PPIL3,1.0,45.0,0.00019533927647876796,1.5741321404930092e-06,2,1.0
PPIL4,0.0,23.0,4.976589741804798e-05,-0.0,0,0.0
PPIP5K1,2.0,3.0,4.702684413734014e-05,4.68049889917106e-06,0,0.0
PPIP5K2,9.0,15.0,7.053963529609024e-05,1.5289059127163596e-05,708,70.8
PPM1A,1.0,33.0,5.389935955092758e-05,7.923519824195455e-08,0,0.0
PPM1B,0.0,24.0,7.150252307506031e-05,-0.0,0,0.0
PPM1D,22.0,16.0,4.841267381267435e-05,8.117608880591685e-05,375,16.304347826086957
PPM1F,8.0,21.0,5.1082376807132876e-05,1.1964534017908492e-05,137,15.222222222222221
PPM1G,1.0,98.0,8.008356849550054e-05,4.461254917852728e-06,5,2.5
PPM1K,1.0,27.0,8.11461221508539e-05,1.4595072395493018e-06,7,3.5
PPM1L,6.0,18.0,0.00014279971838853124,1.3192963753041392e-05,5,0.7142857142857143
PPM1M,1.0,43.0,0.0003645032887323415,3.7553806983638427e-06,2,1.0
PPM1N,2.0,9.0,4.763552201938147e-05,7.644029508341429e-06,1,0.3333333333333333
PPME1,2.0,68.0,9.20473029158296e-05,3.5819631421616097e-06,3,1.0
PPOX,2.0,6.0,4.7243923083942164e-05,4.956798186195136e-06,11,3.6666666666666665
PPP1CA,0.0,33.0,0.0002104250479062659,-0.0,0,0.0
PPP1CB,0.0,89.0,8.381486992298424e-05,-0.0,0,0.0
PPP1CC,0.0,49.0,6.274004631984874e-05,-0.0,0,0.0
PPP1R10,11.0,61.0,0.00016003415229164192,4.1201801981496316e-05,91,7.583333333333333
PPP1R11,368.0,13.0,5.8276109025990244e-05,0.0010557475513395434,6103,16.539295392953928
PPP1R12A,14.0,23.0,5.45447285652793e-05,2.7287234885228812e-05,56,3.7333333333333334
PPP1R12B,15.0,21.0,4.976924599537331e-05,3.924085215781783e-05,278,17.375
PPP1R12C,4.0,11.0,5.621444576430737e-05,5.977444796049794e-06,64,12.8
PPP1R13B,0.0,7.0,0.00010065272216955868,-0.0,0,0.0
PPP1R13L,21.0,34.0,5.0206174886585384e-05,9.192687850116106e-05,369,16.772727272727273
PPP1R14B,29.0,9.0,5.3997233356850755e-05,9.744467095035781e-05,944,31.466666666666665
PPP1R14C,0.0,10.0,5.0307959378670925e-05,-0.0,0,0.0
PPP1R15A,1.0,99.0,0.000115887329589136,3.967684199396225e-08,156,78.0
PPP1R15B,81.0,94.0,7.687801877767137e-05,0.00025868985872891235,1781,21.71951219512195
PPP1R16A,0.0,12.0,6.21724586054765e-05,-0.0,0,0.0
PPP1R16B,2.0,48.0,0.00011077798320752104,2.361773218760349e-06,255,85.0
PPP1R18,15.0,75.0,6.68673650034334e-05,3.145298783593205e-05,13,0.8125
PPP1R21,1.0,24.0,5.867207904365061e-05,1.7774636922890235e-06,0,0.0
PPP1R35,0.0,38.0,5.470830051285257e-05,-0.0,0,0.0
PPP1R37,6.0,2.0,4.6752450271110906e-05,7.028349116145814e-06,647,92.42857142857143
PPP1R3B,21.0,56.0,8.579194291402417e-05,4.304018994919408e-05,1153,52.40909090909091
PPP1R3D,1.0,14.0,0.0001104049561435577,9.32197767368821e-07,2,1.0
PPP1R3E,0.0,19.0,5.037965313422717e-05,-0.0,0,0.0
PPP1R3F,0.0,21.0,7.69675648777778e-05,-0.0,0,0.0
PPP1R7,499.0,48.0,7.67759521079786e-05,0.001090905507217008,7537,15.074
PPP1R8,10.0,3.0,4.708346320272154e-05,2.77044079168907e-05,22,2.0
PPP1R9B,9.0,80.0,8.725258843190583e-05,1.9092683491462236e-05,200,20.0
PPP2CB,1.0,2.0,4.6757140795888985e-05,1.044828487574604e-06,6,3.0
PPP2R1A,166.0,2.0,5.335234851287459e-05,0.000586456318471388,4455,26.676646706586826
PPP2R1B,1.0,24.0,6.597433672345785e-05,3.43391601966881e-07,10,5.0
PPP2R2A,18.0,55.0,0.00014020010450624775,4.451671914960734e-05,147,7.7368421052631575
PPP2R2B,0.0,18.0,5.5360118744873064e-05,-0.0,0,0.0
PPP2R3B,0.0,35.0,5.6441212975756304e-05,-0.0,0,0.0
PPP2R3C,17.0,21.0,7.232192874294608e-05,6.775414086264723e-05,863,47.94444444444444
PPP2R5A,0.0,57.0,7.886275215672703e-05,-0.0,0,0.0
PPP2R5B,0.0,46.0,0.00016732805647753197,-0.0,0,0.0
PPP2R5C,5.0,64.0,9.078135986254819e-05,1.4719741164864642e-05,21,3.5
PPP2R5D,3.0,40.0,7.123439474064253e-05,5.741407388656854e-06,5,1.25
PPP2R5E,0.0,22.0,5.013030884755069e-05,-0.0,0,0.0
PPP3CA,0.0,38.0,5.249583644338624e-05,-0.0,0,0.0
PPP3CB,2.0,30.0,0.0001823385057000202,3.368104527672959e-06,0,0.0
PPP3CC,0.0,43.0,5.1712164065453865e-05,-0.0,0,0.0
PPP3R1,257.0,39.0,0.00032335771282863415,0.0007676281552771138,5381,20.856589147286822
PPP4C,21.0,42.0,0.0001101956095079223,7.074526519335896e-05,86,3.909090909090909
PPP4R1,0.0,24.0,5.741319827339066e-05,-0.0,0,0.0
PPP4R2,1.0,14.0,4.7861398436550864e-05,9.931476399457235e-07,0,0.0
PPP4R3A,1.0,36.0,6.076927885254421e-05,5.815475793165084e-07,0,0.0
PPP4R3B,2.0,39.0,8.497512524357863e-05,2.4707042585479764e-06,25,8.333333333333334
PPP4R4,0.0,23.0,0.0002818720250360065,-0.0,0,0.0
PPP5C,0.0,28.0,5.9791994000311874e-05,-0.0,0,0.0
PPP6C,182.0,16.0,9.07100998837296e-05,0.0005489470097812404,3839,20.97814207650273
PPP6R1,3.0,99.0,8.814831444244704e-05,3.2071517296345667e-06,2,0.5
PPP6R2,0.0,38.0,0.00043577266493847295,-0.0,0,0.0
PPP6R3,1.0,54.0,8.833497308518261e-05,9.637529273145976e-07,2,1.0
PPRC1,50.0,52.0,6.937641455853787e-05,0.00017920718252883083,2380,46.666666666666664
PPT1,1.0,78.0,0.00011847614815925161,8.846141810780228e-07,5,2.5
PPT2,0.0,14.0,0.0002001136065592902,-0.0,0,0.0
PPTC7,0.0,38.0,0.0001351539353049949,-0.0,0,0.0
PQBP1,9.0,27.0,7.443917201130174e-05,2.742423452122122e-05,220,22.0
PRAF2,0.0,43.0,7.817475472683086e-05,-0.0,0,0.0
PRAG1,0.0,32.0,5.6935031223310805e-05,-0.0,0,0.0
PRAM1,0.0,7.0,0.00013438718483414013,-0.0,0,0.0
PRCC,27.0,28.0,6.598526534898638e-05,0.00012103486411281152,2661,95.03571428571429
PRCP,4.0,26.0,0.0003634018266250809,8.205246937193927e-06,26,5.2
PRDM15,31.0,0.0,4.6695034035877875e-05,6.213093571293178e-05,724,22.625
PRDM4,1.0,20.0,7.550343656335891e-05,1.3271912482910212e-06,45,22.5
PRDM5,6.0,3.0,4.676299943142248e-05,9.924071253116663e-06,136,19.428571428571427
PRDX1,0.0,141.0,0.00019264124140830018,-0.0,0,0.0
PRDX2,0.0,113.0,0.00030197306164544556,-0.0,0,0.0
PRDX3,2.0,64.0,8.53944259623457e-05,2.160096786487426e-06,24,8.0
PRDX4,0.0,48.0,0.00010563229782052546,-0.0,0,0.0
PRDX5,1.0,48.0,9.393440788379691e-05,1.65040967851515e-06,1,0.5
PRDX6,1.0,14.0,5.708456377964785e-05,4.056280849582455e-06,0,0.0
PRELID1,16.0,112.0,0.00019859991601374168,5.581456722829342e-05,1805,106.17647058823529
PRELID2,0.0,41.0,7.844313220790324e-05,-0.0,0,0.0
PREP,2.0,28.0,8.737604649997454e-05,3.6195788350404386e-06,42,14.0
PREPL,1.0,42.0,0.0003126477548804319,1.1343468363831278e-06,1,0.5
PREX1,1.0,88.0,0.00029819475225527885,2.2523697353461448e-07,0,0.0
PRF1,1.0,76.0,9.831933874415122e-05,1.4764007798641645e-06,905,452.5
PRG4,0.0,15.0,0.0001620838631061145,-0.0,0,0.0
PRICKLE3,2.0,9.0,5.394877100173554e-05,4.519816794147023e-06,253,84.33333333333333
PRIMPOL,24.0,17.0,0.0001124125991435284,7.839187840099651e-05,820,32.8
PRKAA1,0.0,46.0,6.08830027273985e-05,-0.0,0,0.0
PRKAB1,1.0,78.0,7.054712044930799e-05,4.540381905064968e-06,18,9.0
PRKAB2,2.0,6.0,6.263282698671925e-05,6.368866458699228e-06,1,0.3333333333333333
PRKACA,1.0,76.0,0.00012706654292601855,3.730657169262616e-07,0,0.0
PRKACB,0.0,93.0,8.126204838447516e-05,-0.0,0,0.0
PRKAG1,0.0,41.0,0.00014523987425926337,-0.0,0,0.0
PRKAG2,0.0,17.0,6.064648315687585e-05,-0.0,0,0.0
PRKAR1A,586.0,90.0,0.00017208727011547813,0.0018497821498899508,6192,10.548551959114139
PRKAR1B,49.0,24.0,5.801948827848733e-05,0.0001482097761612294,3045,60.9
PRKAR2A,0.0,28.0,9.737931492367961e-05,-0.0,0,0.0
PRKAR2B,5.0,25.0,0.00024015963797381637,1.2416065653875983e-05,3,0.5
PRKCA,12.0,79.0,7.594730780165196e-05,2.6697147157490338e-05,24,1.8461538461538463
PRKCB,2.0,50.0,7.137479412735328e-05,6.229674451666495e-06,7,2.3333333333333335
PRKCD,0.0,33.0,7.089781146080951e-05,-0.0,0,0.0
PRKCE,1.0,11.0,4.941641657503806e-05,3.743575843242181e-06,0,0.0
PRKCH,4.0,61.0,6.600763671118292e-05,8.927421200579344e-06,5,1.0
PRKCI,1.0,15.0,8.44975780346808e-05,3.7926158400178713e-06,18,9.0
PRKCQ,59.0,84.0,6.302845154711337e-05,0.0002545957028394405,1224,20.4
PRKCSH,1.0,56.0,0.0001314695654966306,8.661304877659048e-07,0,0.0
PRKCZ,1.0,20.0,0.00011626444758303412,6.632456810271509e-07,0,0.0
PRKD2,41.0,82.0,0.0001018172242507909,9.672714335076314e-05,364,8.666666666666666
PRKD3,0.0,47.0,9.917116531826369e-05,-0.0,0,0.0
PRKDC,121.0,101.0,0.00010258872140261028,0.0004514887393925036,4130,33.85245901639344
PRKRA,52.0,61.0,0.00014157678685105458,0.00012686525232210105,1398,26.37735849056604
PRKX,1.0,26.0,5.05339506791492e-05,1.5512999987388949e-06,0,0.0
PRMT2,0.0,86.0,7.0375564257595e-05,-0.0,0,0.0
PRMT3,1.0,60.0,7.783332991638758e-05,2.8134313731386057e-06,1,0.5
PRMT5,33.0,38.0,5.189135086723718e-05,8.98651416981853e-05,168,4.9411764705882355
PRMT6,4.0,14.0,5.234643684061183e-05,1.1477036208887544e-05,8,1.6
PRMT9,20.0,10.0,4.765068694868165e-05,6.494462368061203e-05,1054,50.19047619047619
PRNP,7.0,79.0,8.811970903326488e-05,1.2885968701701185e-05,25,3.125
PROCA1,0.0,23.0,4.924644358380847e-05,-0.0,0,0.0
PROCR,0.0,9.0,6.048509229228203e-05,-0.0,0,0.0
PROK2,3.0,14.0,8.25223429844829e-05,9.774909138368991e-06,23,5.75
PRORP,60.0,29.0,0.0016055047332574062,0.000235096435185364,3407,55.85245901639344
PROSER1,1.0,47.0,9.324255777386919e-05,8.386481145475419e-07,3,1.5
PROSER3,0.0,17.0,6.156449681681103e-05,-0.0,0,0.0
PRPF38B,41.0,29.0,5.3272040704856546e-05,0.00013029893047357684,2381,56.69047619047619
PRPF39,115.0,20.0,5.23749592577219e-05,0.00034225640711056616,2338,20.155172413793103
PRPF40A,3.0,58.0,6.484909260552083e-05,1.0032314836799402e-05,2,0.5
PRPF40B,0.0,16.0,7.894577845633766e-05,-0.0,0,0.0
PRPS1,3.0,69.0,6.654898526545978e-05,5.373858360315075e-06,111,27.75
PRPS2,20.0,18.0,0.00021329010395298518,2.937210195635053e-05,210,10.0
PRPSAP1,2.0,29.0,5.437912069114965e-05,1.3662796105644264e-06,56,18.666666666666668
PRPSAP2,2.0,55.0,0.00011246383468059443,7.556876460747323e-06,3,1.0
PRR11,2.0,36.0,0.00038680666053039997,8.131368825654832e-07,40,13.333333333333334
PRR12,24.0,22.0,5.114059490680526e-05,6.596735837608506e-05,974,38.96
PRR14,0.0,26.0,7.540455341741835e-05,-0.0,0,0.0
PRR14L,3.0,14.0,4.8492912003899175e-05,3.916951484259867e-06,72,18.0
PRR22,0.0,6.0,5.5598803922622515e-05,-0.0,0,0.0
PRR29,0.0,7.0,4.724268171370086e-05,-0.0,0,0.0
PRR3,2.0,23.0,0.00011178644372668756,2.143872495291274e-06,2,0.6666666666666666
PRR5,0.0,11.0,5.0472813363327205e-05,-0.0,0,0.0
PRR5L,0.0,38.0,6.11475456939674e-05,-0.0,0,0.0
