gene,ISCI_orthogonal,ISCI_primary_rank,known_regulator,NR_Treg,NR_exhaustion,R_memory_stem,R_migration,R_killing,toxicity_infl,therapeutic_convergence,n_modules_therapeutic
GMEB1,0.4799603174603175,699.0,False,-0.6716140997197009,-0.4835755166734659,0.3968594284842136,0.6949690282409303,-1.4598373018393207,-0.7714211779831227,0.2597669915436855,5
MED14,0.4799603174603174,700.0,False,-0.4529343252153289,0.6429416962861337,0.015780239406067625,0.24862662856651813,-0.2797743605823342,-0.8999805064044017,0.11576760712064142,4
TUFM,0.4791666666666666,701.0,False,-0.6683612738327741,-1.0415148090435646,1.642305102634618,0.7997861677042292,-2.2475135226168987,-2.199150495319039,0.6839340543195543,5
CS,0.4781746031746031,702.0,False,-0.8263045889240092,-1.6593428271103925,0.06532090622078637,0.30155943794428747,-0.021555143953836637,-0.023266102262840246,0.47570645308474657,5
UBXN1,0.4781746031746031,702.0,False,-0.11492533055378869,0.7657867362793093,-1.6736876909146134,-0.05431736547219109,1.6278400498110626,-1.4269991484629299,0.11266212269361121,3
NAA40,0.4779761904761904,704.0,False,-0.1829127797571031,-0.6733948304663308,-0.29004875934063556,-0.025964471362821793,-0.329623120478028,-0.5662940450437325,0.1294942173476135,3
POLR3H,0.4779761904761904,704.0,False,-0.5410350479672862,-0.2887597486837335,-0.02639173728451194,-0.021514050906574322,-0.844854258281436,-0.450089729535845,0.06452074661905706,3
TBL1XR1,0.4777777777777778,706.0,False,-0.14172649102429483,0.10167524997450546,0.10702610888929807,-0.08745359743951843,-0.6770843861679846,-2.039574075916236,0.23701890704130338,3
TFDP1,0.4777777777777778,706.0,False,0.3842723535293412,1.141136241346519,-1.112193043801282,-0.9594211206184247,1.4475346624199779,-0.8007338806349515,-0.22479236937343952,2
SLC31A1,0.4773809523809524,708.0,False,-0.07347430420844334,0.7790366098615261,1.2047505827466927,0.11512911970421096,1.7474525809480264,-2.2734628553043583,0.7725388055083675,5
GDF9,0.4765873015873016,709.0,False,0.09902070571256462,0.6171642048188429,-0.042996409023477414,-1.1095929339331696,0.5056263345383475,-0.48888460124251715,-0.1457105529511983,2
P4HB,0.4763888888888888,710.0,False,0.07285360330890082,0.301583831945403,-0.4225112465868859,-0.18362757991381456,1.438101640878909,-1.2059608343671746,0.2772477022485132,2
CBX3,0.4761904761904761,711.0,False,0.2705271354044442,0.34036799321359634,0.6761010254250296,-0.4008163797792452,-0.2497117661245032,0.23049957574299124,-0.13597030413995845,1
CHD7,0.4761904761904761,711.0,False,-0.7787277522830991,-1.163818014355811,0.5413052100916178,-0.23208296642021115,-0.5121885503138345,-0.07703816668409397,0.3027696044467627,4
FMC1-LUC7L2,0.4753968253968254,713.0,False,-0.008381703975061081,0.29665926606531917,-0.8583480448041568,-0.4162877192550483,0.422512897920458,-0.7483074372907965,-0.06534883182303479,3
ITK,0.475,714.0,False,-1.0077627118632708,-0.48358388875571623,1.3809836498028103,2.4243050055733613,-1.5907846182820133,-1.8303852440551824,0.9227059802947212,5
DDX6,0.4742063492063492,715.0,False,0.30490816474917526,1.6723129907436196,1.5406415518077872,-0.5790152675366634,1.2494894575529047,-1.4563631965731008,0.2817096304840557,3
C16orf87,0.4738095238095238,716.0,False,-0.8169804170438894,0.62721622699588,0.6037659484147262,-0.12058019622734532,0.9945717984406398,-0.17417518745847757,0.30694948802241795,4
MED15,0.4736111111111111,717.0,False,-0.5409639159363254,0.02826600383477092,-0.48798222263614677,0.8915601866270284,-1.564885173318527,-0.7992551569153744,0.02510764328154728,3
MRPS12,0.4728174603174603,718.0,False,0.6529449857807893,0.053600492650095206,1.1616338661496104,1.1497557783812664,-0.08713812027271246,-1.8038268191485298,0.5535888108293016,3
MBD2,0.4726190476190476,719.0,True,-1.7554224163003274,-0.8820247664788785,0.0004204131669922062,-0.8636153480055616,0.5677246340725975,-0.6268289705040294,0.4948009754195439,5
ZSWIM4,0.4726190476190476,719.0,False,0.8895937855670033,0.7011380848293695,-0.46286548051011994,0.2289665575383564,0.5686601451931012,-1.7415541684499665,0.08093058671248858,3
GRSF1,0.4724206349206349,721.0,False,0.06695108159529191,-0.7585263511165584,0.4216088603365629,0.5854271039075266,0.03860768013944166,0.06530237013896001,0.27865275729430633,4
RNFT2,0.4722222222222222,722.0,False,-0.5435678421975235,-0.25118938284936443,-0.3009893139056057,-0.6960319515083461,-0.1716451738672502,0.7496043323844401,-0.18725225776979237,2
YY1,0.4722222222222222,722.0,False,-1.713588071913858,-1.2632372531207208,0.8988432810768903,0.7736444311096439,-1.0817392951638294,0.08695452232686685,0.5801032032884028,4
DCAKD,0.4712301587301587,724.0,False,-0.5729151369821593,0.5470727839829497,-0.09165689062602257,0.09858890427477071,1.7248340430497267,0.2163017624457137,0.2568844412086618,3
HOXB2,0.4704365079365079,725.0,False,0.3394210463869442,0.5693831511377035,0.7077845224958732,-0.6787702539517172,0.9901360407997829,0.3084089459635913,-0.03301047235738336,2
KDM8,0.4684523809523809,726.0,False,-1.1574400266172182,-0.8270591800042623,1.3607707863320273,1.1312701516170902,-1.7550966309285847,0.23923871161631205,0.41370080033761686,4
CCAR1,0.4682539682539682,727.0,False,-1.6602669226841766,-0.8397210152353417,-0.20584070288097614,0.6542622641716866,-0.8821307901737719,-1.4066171211372422,0.5788159716956165,4
METAP2,0.4666666666666667,728.0,False,0.032921394505454886,1.0135978202415028,-0.16858272900281013,0.02227715718987303,0.8752659987788878,1.2383247158930801,-0.25931391727901454,2
NLRX1,0.4666666666666667,728.0,False,0.3041821154342234,0.657091661972853,-0.6238088868067743,-0.549749551607244,-0.9303559104943325,-1.7015111490778794,-0.22727949620625795,1
CACHD1,0.4662698412698413,730.0,False,0.7644315510822076,1.003327320352022,-1.0459927104750497,-0.08624904836766768,0.6051883947232266,-0.2342947642540414,-0.34341957854994654,2
PDIA6,0.4648809523809524,731.0,False,-0.039419453992700006,-0.5547109466696086,-0.3971224719045989,-0.2818369897853084,-0.005415447686678232,-0.49070127441574996,0.06674279428357884,3
UBE2V2,0.4646825396825397,732.0,False,-0.2808092396460496,-1.1793754233679692,-0.4115337624157952,-0.7140370079894874,-1.708112105479796,0.3262514718354325,-0.2832916141177488,2
