gene,ISCI_core,p_value,q_value
PRPSAP1,0.885499102804912,0.08291708291708291,0.9931631710607451
ARFIP2,0.8851906251228272,0.08591408591408592,0.9931631710607451
KXD1,0.8847233319718796,0.0999000999000999,0.9935457454717856
CAPN1,0.8846252192327964,0.1038961038961039,0.9935457454717856
POLG,0.8846164496717654,0.0959040959040959,0.9931631710607451
IDH1,0.8846014894798835,0.0899100899100899,0.9931631710607451
TMBIM1,0.8845997580066036,0.07892107892107893,0.9931631710607451
TSPO,0.88454003367701,0.07892107892107893,0.9931631710607451
EEF1E1,0.884452049748452,0.08791208791208792,0.9931631710607451
SCAPER,0.8842972361685267,0.0989010989010989,0.9935457454717856
ENO1,0.8842064151888918,0.08491508491508491,0.9931631710607451
WSB2,0.8841364204631045,0.08691308691308691,0.9931631710607451
IFNGR1,0.8840695663981956,0.0959040959040959,0.9931631710607451
SELENOI,0.8840610553841775,0.07892107892107893,0.9931631710607451
CHCHD7,0.883929080888177,0.0959040959040959,0.9931631710607451
GOT2,0.883919406314703,0.09290709290709291,0.9931631710607451
CRBN,0.8839062849125614,0.1068931068931069,0.9935457454717856
GNPDA2,0.8836714285206879,0.06993006993006994,0.9931631710607451
SKA2,0.8836678890872567,0.08491508491508491,0.9931631710607451
USP10,0.8836385853716661,0.08291708291708291,0.9931631710607451
NUDT2,0.8835183101510721,0.1028971028971029,0.9935457454717856
RAB14,0.8834699160818557,0.07792207792207792,0.9931631710607451
TNFRSF4,0.8834282294885294,0.0919080919080919,0.9931631710607451
NFE2L3,0.883415761824654,0.10589410589410589,0.9935457454717856
PRR14,0.8833656840172802,0.08691308691308691,0.9931631710607451
TLNRD1,0.8833610455286328,0.09090909090909091,0.9931631710607451
FBXW2,0.8832907018177731,0.06993006993006994,0.9931631710607451
PARVG,0.883247903402168,0.09290709290709291,0.9931631710607451
TFB1M,0.8831291497367723,0.08791208791208792,0.9931631710607451
RC3H2,0.8830208859514691,0.08291708291708291,0.9931631710607451
BLTP3B,0.883017880175516,0.08591408591408592,0.9931631710607451
USP15,0.8829952679409162,0.08491508491508491,0.9931631710607451
ZFP36,0.8829761445398779,0.08591408591408592,0.9931631710607451
MRM2,0.8828450857691805,0.0979020979020979,0.9935457454717856
STK38L,0.8828047102074277,0.0959040959040959,0.9931631710607451
UBE2G2,0.8827563579617114,0.08091908091908091,0.9931631710607451
PTPN6,0.8826280820440174,0.06993006993006994,0.9931631710607451
PHC2,0.8824791006006679,0.0999000999000999,0.9935457454717856
IRF2,0.8823873546225551,0.09290709290709291,0.9931631710607451
PDHA1,0.8823471604081927,0.08891108891108891,0.9931631710607451
RFX1,0.8823385077136862,0.08591408591408592,0.9931631710607451
CCR4,0.8822833091411522,0.0979020979020979,0.9935457454717856
RIF1,0.8822104187747949,0.1048951048951049,0.9935457454717856
MEF2D,0.8822020899556076,0.10589410589410589,0.9935457454717856
COA6,0.882190627039162,0.0939060939060939,0.9931631710607451
BOD1,0.8821882881956501,0.09290709290709291,0.9931631710607451
TRUB1,0.8821519081686018,0.08591408591408592,0.9931631710607451
TM6SF1,0.8821396591550811,0.0989010989010989,0.9935457454717856
SECISBP2L,0.8821374703994678,0.0939060939060939,0.9931631710607451
CPD,0.8820918445319423,0.07692307692307693,0.9931631710607451
YWHAB,0.8820321655896807,0.07692307692307693,0.9931631710607451
CDCA7,0.8819802636630174,0.07992007992007992,0.9931631710607451
SLAMF6,0.8818675477949834,0.0919080919080919,0.9931631710607451
COLGALT1,0.8818343553542154,0.0989010989010989,0.9935457454717856
THAP11,0.8817531873933938,0.07992007992007992,0.9931631710607451
PTDSS1,0.8817481938210038,0.0959040959040959,0.9931631710607451
TYMP,0.8817106812444485,0.0969030969030969,0.9935457454717856
DENND1C,0.8816912546352562,0.09090909090909091,0.9931631710607451
PMM1,0.8815653069363163,0.09490509490509491,0.9931631710607451
AGPS,0.8815522899055275,0.10989010989010989,0.9935457454717856
DNAJC5,0.8814989530104737,0.08191808191808192,0.9931631710607451
ARMC1,0.8814654481277627,0.1028971028971029,0.9935457454717856
NDE1,0.8813795618001105,0.07892107892107893,0.9931631710607451
PARP14,0.8813219289021147,0.0939060939060939,0.9931631710607451
ZNF593,0.8813175874101304,0.0999000999000999,0.9935457454717856
CLPTM1L,0.8812467537837709,0.08291708291708291,0.9931631710607451
GFOD2,0.8810858658352564,0.08591408591408592,0.9931631710607451
ITPA,0.8810650851622116,0.09090909090909091,0.9931631710607451
MTMR9,0.8810588145206757,0.08391608391608392,0.9931631710607451
SEC22B,0.8810150746353678,0.09290709290709291,0.9931631710607451
PRF1,0.8809400045100856,0.1028971028971029,0.9935457454717856
PPTC7,0.8809196011343803,0.06893106893106893,0.9931631710607451
LGALS8,0.880816487015998,0.08491508491508491,0.9931631710607451
FKBP5,0.8807690253965905,0.07892107892107893,0.9931631710607451
CMSS1,0.8807669877105109,0.08491508491508491,0.9931631710607451
KAT2B,0.880715858845266,0.0959040959040959,0.9931631710607451
TIGAR,0.8806473393603879,0.0959040959040959,0.9931631710607451
YIF1A,0.8805390161712254,0.1068931068931069,0.9935457454717856
TARS3,0.8805191813603371,0.09290709290709291,0.9931631710607451
OSTM1,0.8804256195418696,0.11388611388611389,0.9935457454717856
SEPTIN8,0.8801586204094678,0.0999000999000999,0.9935457454717856
BSG,0.8801478515052,0.0989010989010989,0.9935457454717856
IRF7,0.8801176228773641,0.0969030969030969,0.9935457454717856
TRAPPC13,0.8800719245099676,0.0919080919080919,0.9931631710607451
SHCBP1,0.8799726334032681,0.0919080919080919,0.9931631710607451
TRAF4,0.8799198481524152,0.07192807192807193,0.9931631710607451
CHKB,0.8797613202679373,0.08691308691308691,0.9931631710607451
EPHA4,0.8797500534492626,0.0899100899100899,0.9931631710607451
GOPC,0.8797177787354995,0.08291708291708291,0.9931631710607451
TGIF1,0.8796275315915882,0.1018981018981019,0.9935457454717856
WDR59,0.8795385253184245,0.08891108891108891,0.9931631710607451
CD79B,0.8795359397777647,0.0959040959040959,0.9931631710607451
FBXO28,0.8793757505860009,0.0999000999000999,0.9935457454717856
RNF11,0.8793338168639754,0.0959040959040959,0.9931631710607451
RHOG,0.8793039830371443,0.0939060939060939,0.9931631710607451
PCMTD1,0.8792652598932426,0.08591408591408592,0.9931631710607451
RBM33,0.8791469249065386,0.1068931068931069,0.9935457454717856
HMGB2,0.8791124161491805,0.0989010989010989,0.9935457454717856
IST1,0.8791114897222111,0.08791208791208792,0.9931631710607451
MRS2,0.8790802190273673,0.09290709290709291,0.9931631710607451
VARS2,0.8790682835244216,0.11488511488511488,0.9935457454717856
PAPOLA,0.8790359743152905,0.0919080919080919,0.9931631710607451
FASLG,0.878966453640945,0.1028971028971029,0.9935457454717856
IKBKB,0.8789599440135709,0.0999000999000999,0.9935457454717856
SRSF10,0.8789495994527874,0.0979020979020979,0.9935457454717856
UBE3C,0.8788231724493365,0.08691308691308691,0.9931631710607451
NCK1,0.8787924816569649,0.09490509490509491,0.9931631710607451
SNX14,0.8787506790113806,0.0989010989010989,0.9935457454717856
DYNC1LI1,0.878609180983847,0.0939060939060939,0.9931631710607451
HELZ,0.8785421760870582,0.0989010989010989,0.9935457454717856
RBAK,0.8785403366694415,0.0919080919080919,0.9931631710607451
STK35,0.8785075768501263,0.0989010989010989,0.9935457454717856
TSN,0.8785062926665796,0.0959040959040959,0.9931631710607451
ZC3H7B,0.8784684650753927,0.1038961038961039,0.9935457454717856
SORL1,0.8784638668025974,0.09090909090909091,0.9931631710607451
LAT,0.8784480349524868,0.07392607392607392,0.9931631710607451
ZNF280D,0.8783447869690456,0.1008991008991009,0.9935457454717856
HAT1,0.8782895919556873,0.09490509490509491,0.9931631710607451
ATF1,0.8782528960325726,0.08191808191808192,0.9931631710607451
STK11,0.8782247886366475,0.1068931068931069,0.9935457454717856
TMEM156,0.8781692044792089,0.10989010989010989,0.9935457454717856
CREG1,0.8781611421134481,0.08891108891108891,0.9931631710607451
PPP1R11,0.8781361300914059,0.1008991008991009,0.9935457454717856
LCP1,0.878128330787204,0.09490509490509491,0.9931631710607451
NUDT9,0.8781007273815711,0.08691308691308691,0.9931631710607451
MGA,0.8780485284352563,0.09090909090909091,0.9931631710607451
COPS7B,0.8779858357954132,0.0979020979020979,0.9935457454717856
RIOK3,0.8779656270193615,0.08791208791208792,0.9931631710607451
HYCC1,0.8779494291690794,0.09290709290709291,0.9931631710607451
NAP1L4,0.8779410300033633,0.1038961038961039,0.9935457454717856
TCEANC2,0.8779351413965972,0.09490509490509491,0.9931631710607451
S100A6,0.8779303738139845,0.0969030969030969,0.9935457454717856
TMEM109,0.8779263936940581,0.11288711288711288,0.9935457454717856
ACBD5,0.8779127635724997,0.0969030969030969,0.9935457454717856
RBM45,0.8778729534830414,0.1018981018981019,0.9935457454717856
LYST,0.877830888463287,0.1018981018981019,0.9935457454717856
DENND10,0.8778011692347694,0.08091908091908091,0.9931631710607451
PDCD5,0.8776655921250353,0.1008991008991009,0.9935457454717856
WDR6,0.8776478267262199,0.11688311688311688,0.9935457454717856
RSRC1,0.8776157585473886,0.1018981018981019,0.9935457454717856
SRPK1,0.8775787977743982,0.10589410589410589,0.9935457454717856
PSMB8,0.8775378416318322,0.1018981018981019,0.9935457454717856
KNSTRN,0.8775323892599819,0.08791208791208792,0.9931631710607451
NFAT5,0.8775279849252466,0.0969030969030969,0.9935457454717856
COX7A2L,0.8775063490229853,0.10589410589410589,0.9935457454717856
TOMM6,0.8773565003245642,0.1008991008991009,0.9935457454717856
ZNF264,0.8773190867809718,0.0979020979020979,0.9935457454717856
AP3M2,0.8772741103876267,0.0939060939060939,0.9931631710607451
CEP78,0.8772716224400181,0.11388611388611389,0.9935457454717856
SIVA1,0.8772710564313947,0.11188811188811189,0.9935457454717856
MPRIP,0.877262173030989,0.0969030969030969,0.9935457454717856
NKAPD1,0.8771145909671607,0.1038961038961039,0.9935457454717856
SAFB,0.8771091818739608,0.08891108891108891,0.9931631710607451
TBX21,0.8770355255865457,0.1048951048951049,0.9935457454717856
LMNA,0.8769968356667495,0.07892107892107893,0.9931631710607451
ATP13A1,0.8769727902703823,0.08591408591408592,0.9931631710607451
ACBD6,0.8768747115688672,0.1028971028971029,0.9935457454717856
ELOVL1,0.8768599991749346,0.11588411588411589,0.9935457454717856
TNPO1,0.8768242662675683,0.0959040959040959,0.9931631710607451
SLC35C2,0.8768079159360773,0.09490509490509491,0.9931631710607451
PTPN2,0.8767686769933666,0.11588411588411589,0.9935457454717856
CDKAL1,0.8766506606954024,0.08691308691308691,0.9931631710607451
MTHFD1,0.8765978555178116,0.1088911088911089,0.9935457454717856
DNAJB12,0.8764806282835961,0.11388611388611389,0.9935457454717856
IFRD2,0.8764554641580099,0.0989010989010989,0.9935457454717856
DAAM1,0.8763424712714336,0.1028971028971029,0.9935457454717856
GPATCH8,0.8763064671097514,0.1008991008991009,0.9935457454717856
C12orf57,0.8762365613942267,0.1048951048951049,0.9935457454717856
CUL4B,0.876216583149395,0.0919080919080919,0.9931631710607451
RNASEH1,0.8762109013320628,0.08391608391608392,0.9931631710607451
PXN,0.8761790924807887,0.09490509490509491,0.9931631710607451
IRGQ,0.8760742551014805,0.09290709290709291,0.9931631710607451
FRYL,0.8758942269952186,0.11588411588411589,0.9935457454717856
TSPAN5,0.8757646935154172,0.11488511488511488,0.9935457454717856
NLRC5,0.8756616813102128,0.12287712287712288,0.9935457454717856
ITM2C,0.8756159682733274,0.0919080919080919,0.9931631710607451
DELE1,0.875557153241517,0.11188811188811189,0.9935457454717856
TOP1MT,0.8755366460206317,0.08491508491508491,0.9931631710607451
PITRM1,0.875532938619584,0.10589410589410589,0.9935457454717856
GYPC,0.8755018420607092,0.1018981018981019,0.9935457454717856
MCUB,0.8754991475325541,0.09490509490509491,0.9931631710607451
SPRYD3,0.8754572535663618,0.1048951048951049,0.9935457454717856
ZAP70,0.8754451073008005,0.08691308691308691,0.9931631710607451
EAF1,0.8753598407899849,0.1028971028971029,0.9935457454717856
PTPRC,0.8753041061947825,0.11388611388611389,0.9935457454717856
VPS33B,0.8752062434386941,0.0989010989010989,0.9935457454717856
CD46,0.8751962945889522,0.12187812187812187,0.9935457454717856
UBE2E3,0.8751776756027011,0.1068931068931069,0.9935457454717856
BIRC3,0.8751488713721034,0.11388611388611389,0.9935457454717856
TXK,0.8750997238536578,0.1018981018981019,0.9935457454717856
TTC14,0.8750692997474435,0.1108891108891109,0.9935457454717856
RASSF2,0.8748647550636809,0.1108891108891109,0.9935457454717856
CEP43,0.874863078300796,0.1108891108891109,0.9935457454717856
GALE,0.8747860671825544,0.08891108891108891,0.9931631710607451
MED12,0.8746419200677672,0.1048951048951049,0.9935457454717856
LNPK,0.8746403211323468,0.10789210789210789,0.9935457454717856
TTC39C,0.8746039538316741,0.08891108891108891,0.9931631710607451
GPATCH2L,0.8745882511711891,0.08891108891108891,0.9931631710607451
KLC1,0.8745171560874825,0.1258741258741259,0.9935457454717856
MPI,0.8745128349380554,0.11188811188811189,0.9935457454717856
JPT2,0.8743900361515523,0.0989010989010989,0.9935457454717856
SHISA5,0.8743656755589884,0.12287712287712288,0.9935457454717856
SUN2,0.8743184227271302,0.0939060939060939,0.9931631710607451
REEP3,0.8743144042073964,0.09490509490509491,0.9931631710607451
TMEM154,0.8741996732753967,0.1028971028971029,0.9935457454717856
DYRK4,0.8741551110248766,0.1048951048951049,0.9935457454717856
USO1,0.8741237254797493,0.11288711288711288,0.9935457454717856
ANKRD54,0.8740949514343553,0.10789210789210789,0.9935457454717856
ATPAF1,0.8740430644870022,0.08291708291708291,0.9931631710607451
CD320,0.8740322625726541,0.1088911088911089,0.9935457454717856
NFU1,0.874024731300198,0.10789210789210789,0.9935457454717856
PGRMC1,0.8740158575160307,0.11988011988011989,0.9935457454717856
NHERF1,0.8739994637583893,0.13386613386613386,0.9935457454717856
BCL2A1,0.8739776100071229,0.0999000999000999,0.9935457454717856
PCYT2,0.8739677533265667,0.1028971028971029,0.9935457454717856
GCN1,0.8739130805118465,0.11888111888111888,0.9935457454717856
RANBP6,0.8739107814932989,0.10789210789210789,0.9935457454717856
PRCP,0.873881685535738,0.11588411588411589,0.9935457454717856
VAV1,0.873797564038016,0.1028971028971029,0.9935457454717856
SP100,0.8737805918070503,0.1068931068931069,0.9935457454717856
CCNT1,0.8737559449134465,0.10789210789210789,0.9935457454717856
PNP,0.873724226079821,0.09290709290709291,0.9931631710607451
ARL6IP4,0.8737232045833861,0.1018981018981019,0.9935457454717856
CEP44,0.8736671799916617,0.09490509490509491,0.9931631710607451
EPC1,0.8735071568233921,0.11588411588411589,0.9935457454717856
CDC25A,0.8734532843326873,0.10989010989010989,0.9935457454717856
LARP4,0.8734237990094954,0.1028971028971029,0.9935457454717856
TMEM123,0.87341512558776,0.1028971028971029,0.9935457454717856
APBB1IP,0.8733319095025015,0.10589410589410589,0.9935457454717856
ZC3H10,0.873331581519839,0.0959040959040959,0.9931631710607451
TFCP2,0.8732997911165551,0.12187812187812187,0.9935457454717856
ALG3,0.8732992283149774,0.10789210789210789,0.9935457454717856
MTDH,0.8732613082953966,0.1038961038961039,0.9935457454717856
SHMT1,0.8731390727821767,0.12687312687312688,0.9935457454717856
PKNOX1,0.873136336204895,0.11188811188811189,0.9935457454717856
PEX5,0.8731023310938061,0.11188811188811189,0.9935457454717856
MTFP1,0.8730726411170162,0.1048951048951049,0.9935457454717856
RANGRF,0.8730703894189225,0.11788211788211789,0.9935457454717856
MBIP,0.8730094974142102,0.1018981018981019,0.9935457454717856
CSTB,0.8729292944702246,0.11188811188811189,0.9935457454717856
SIN3A,0.8727362267032086,0.12787212787212787,0.9935457454717856
CRY1,0.8727060230548056,0.12087912087912088,0.9935457454717856
DGKE,0.8726843093566876,0.12987012987012986,0.9935457454717856
ENOPH1,0.8725186659733921,0.10989010989010989,0.9935457454717856
KIF3A,0.8725156266157641,0.10789210789210789,0.9935457454717856
ARHGAP15,0.8724056923460982,0.1048951048951049,0.9935457454717856
TMEM184C,0.8723005198006368,0.09490509490509491,0.9931631710607451
NDUFA10,0.8721668331753317,0.1028971028971029,0.9935457454717856
PTK2B,0.8721059546626792,0.11288711288711288,0.9935457454717856
CENPF,0.8720317909032832,0.11488511488511488,0.9935457454717856
PATZ1,0.8719587915461162,0.1028971028971029,0.9935457454717856
TPD52L2,0.8718435997044884,0.12687312687312688,0.9935457454717856
PREP,0.8717666604632535,0.10989010989010989,0.9935457454717856
UQCRQ,0.8717543449043917,0.1108891108891109,0.9935457454717856
TSFM,0.8716956548042376,0.0979020979020979,0.9935457454717856
ZNF622,0.8716703777640749,0.08891108891108891,0.9931631710607451
ZNF148,0.8716335701318944,0.1258741258741259,0.9935457454717856
LRRC58,0.8715485259610272,0.11588411588411589,0.9935457454717856
FLYWCH2,0.8715373742132503,0.11288711288711288,0.9935457454717856
ZBTB48,0.8714798866794103,0.1258741258741259,0.9935457454717856
IL2RB,0.8714388777865306,0.0989010989010989,0.9935457454717856
IFT52,0.8714327156416822,0.1048951048951049,0.9935457454717856
STOML2,0.871390541098908,0.11588411588411589,0.9935457454717856
MORF4L2,0.871356919124762,0.12087912087912088,0.9935457454717856
SIGMAR1,0.8713551628571625,0.11388611388611389,0.9935457454717856
ZNF770,0.8713364846531064,0.11488511488511488,0.9935457454717856
RAD23A,0.8711981906174463,0.0999000999000999,0.9935457454717856
GPHN,0.8710754563225969,0.11588411588411589,0.9935457454717856
LASP1,0.8710117411773186,0.11188811188811189,0.9935457454717856
BLCAP,0.8709953678703858,0.1038961038961039,0.9935457454717856
ZNF544,0.8708488544498812,0.1108891108891109,0.9935457454717856
NAA60,0.8708434931394288,0.1088911088911089,0.9935457454717856
TADA1,0.8708323776144752,0.1048951048951049,0.9935457454717856
CD4,0.8707790173609684,0.12387612387612387,0.9935457454717856
ARHGEF2,0.8707775781721219,0.11688311688311688,0.9935457454717856
GPR132,0.8706831635223762,0.0969030969030969,0.9935457454717856
WDR54,0.8706701781533306,0.0979020979020979,0.9935457454717856
ARID4B,0.8706424484880506,0.11888111888111888,0.9935457454717856
GAB2,0.8706171062641499,0.10989010989010989,0.9935457454717856
KCNN4,0.870559306236441,0.11588411588411589,0.9935457454717856
SLC39A1,0.8705246461129565,0.11188811188811189,0.9935457454717856
ZER1,0.8704890837348355,0.12987012987012986,0.9935457454717856
PLBD2,0.8704689828187154,0.0969030969030969,0.9935457454717856
CLSTN1,0.870406563852342,0.0999000999000999,0.9935457454717856
NBR1,0.8703767918082029,0.13286713286713286,0.9935457454717856
RBM23,0.8703693809367382,0.11988011988011989,0.9935457454717856
ACAP1,0.8702922440265898,0.1048951048951049,0.9935457454717856
SLC66A3,0.8702881849494213,0.13486513486513488,0.9935457454717856
ZNF394,0.8702645570220761,0.11288711288711288,0.9935457454717856
TRAPPC6A,0.8702383705874532,0.12487512487512488,0.9935457454717856
ATP5MG,0.8701870453128968,0.12187812187812187,0.9935457454717856
ACSL3,0.8701642689148339,0.1038961038961039,0.9935457454717856
TOMM5,0.8700109701281141,0.11488511488511488,0.9935457454717856
ACY1,0.8700079448652911,0.1088911088911089,0.9935457454717856
EML4,0.8699573450745919,0.11188811188811189,0.9935457454717856
GET3,0.8699345946449836,0.12287712287712288,0.9935457454717856
TIMM10B,0.8699320395253428,0.12087912087912088,0.9935457454717856
MAP4K1,0.8696672112429498,0.1088911088911089,0.9935457454717856
IL1RAP,0.8696577477875088,0.11388611388611389,0.9935457454717856
HIPK3,0.869602201522835,0.0999000999000999,0.9935457454717856
SDHAF4,0.8695848215258769,0.10789210789210789,0.9935457454717856
GLG1,0.8695814785227789,0.09490509490509491,0.9931631710607451
TXNIP,0.8695062813433005,0.1068931068931069,0.9935457454717856
TRAPPC6B,0.86948379498913,0.0969030969030969,0.9935457454717856
MYO1G,0.8694117314064791,0.11388611388611389,0.9935457454717856
PLPP1,0.8692967932728463,0.1028971028971029,0.9935457454717856
ZNF430,0.869285722964922,0.10989010989010989,0.9935457454717856
HEXB,0.8692670791620672,0.11888111888111888,0.9935457454717856
MAMLD1,0.8692089485921167,0.1108891108891109,0.9935457454717856
EDC3,0.8691956201340711,0.11988011988011989,0.9935457454717856
MTM1,0.8691620362588373,0.11488511488511488,0.9935457454717856
PI4K2B,0.8690393900635316,0.11488511488511488,0.9935457454717856
UBIAD1,0.8689007713800558,0.12387612387612387,0.9935457454717856
DENND4A,0.8688919194185287,0.1018981018981019,0.9935457454717856
TMEM250,0.8688014971439932,0.11788211788211789,0.9935457454717856
UAP1,0.8687173602977559,0.13086913086913088,0.9935457454717856
EIF4EBP1,0.8686012064320158,0.10989010989010989,0.9935457454717856
RRBP1,0.8682559180996503,0.12387612387612387,0.9935457454717856
UBAP2L,0.8682549879804122,0.1088911088911089,0.9935457454717856
DMXL1,0.8682162347957936,0.11788211788211789,0.9935457454717856
RBL2,0.8681790773259483,0.12287712287712288,0.9935457454717856
GALT,0.8681418831584483,0.12187812187812187,0.9935457454717856
CDKN2AIP,0.8680284196726055,0.10989010989010989,0.9935457454717856
B3GNT2,0.8679929973575979,0.12787212787212787,0.9935457454717856
FBXL4,0.8679448437039238,0.11488511488511488,0.9935457454717856
HSD17B4,0.8678791730582446,0.1008991008991009,0.9935457454717856
CCNY,0.8677424444738278,0.1068931068931069,0.9935457454717856
NDUFV3,0.8676899708426409,0.11888111888111888,0.9935457454717856
TBC1D15,0.8676733716779226,0.10589410589410589,0.9935457454717856
STAM,0.8676021085700731,0.11988011988011989,0.9935457454717856
ASPHD2,0.8675808610929646,0.12687312687312688,0.9935457454717856
PML,0.8675533499442845,0.12287712287712288,0.9935457454717856
LRP5,0.8675325289655395,0.12287712287712288,0.9935457454717856
RELB,0.867473830953302,0.11288711288711288,0.9935457454717856
ZHX1,0.867410463414856,0.09490509490509491,0.9931631710607451
VCF2,0.8673923905917937,0.12187812187812187,0.9935457454717856
EXT1,0.8673708265960505,0.11988011988011989,0.9935457454717856
DNAJC15,0.8672432233684791,0.12087912087912088,0.9935457454717856
RNF169,0.8671415685993034,0.0939060939060939,0.9931631710607451
IRF9,0.8670468275718134,0.0959040959040959,0.9931631710607451
SYT11,0.8670439580995432,0.11888111888111888,0.9935457454717856
GSTO1,0.8668391630775079,0.12687312687312688,0.9935457454717856
ITPK1,0.8668077630939464,0.11188811188811189,0.9935457454717856
ATP8B4,0.8666552431884075,0.11188811188811189,0.9935457454717856
NAPG,0.8666108186052796,0.11488511488511488,0.9935457454717856
PCBD1,0.8665470358202545,0.11388611388611389,0.9935457454717856
USP14,0.8664161470651615,0.12887112887112886,0.9935457454717856
TP53BP2,0.8663566027198,0.13486513486513488,0.9935457454717856
RARA,0.866326317458851,0.12387612387612387,0.9935457454717856
CD200,0.8662643123110879,0.1068931068931069,0.9935457454717856
TOMM40L,0.8661752636633956,0.12287712287712288,0.9935457454717856
MAPK3,0.8660278110332451,0.0999000999000999,0.9935457454717856
GABPB1,0.8659405921078258,0.10989010989010989,0.9935457454717856
STK26,0.8659337739344258,0.11888111888111888,0.9935457454717856
TEX264,0.8658648064424084,0.1048951048951049,0.9935457454717856
PPP2R1B,0.8658596377207644,0.11788211788211789,0.9935457454717856
PALS2,0.8658358740543675,0.0999000999000999,0.9935457454717856
HCLS1,0.8658088349019513,0.12087912087912088,0.9935457454717856
NUP188,0.8656806924117881,0.12387612387612387,0.9935457454717856
PPP4C,0.8656644182591782,0.11788211788211789,0.9935457454717856
CACUL1,0.8656636221289432,0.11588411588411589,0.9935457454717856
METTL9,0.8656249045799136,0.1038961038961039,0.9935457454717856
ANKRD13A,0.8655749227981772,0.14085914085914086,0.9935457454717856
HSD17B8,0.865557882682818,0.12387612387612387,0.9935457454717856
CAMK4,0.8655363264201021,0.12787212787212787,0.9935457454717856
THAP7,0.8655184159564316,0.13586413586413587,0.9935457454717856
IMPACT,0.8654749669981198,0.10989010989010989,0.9935457454717856
LONP2,0.8654724468871499,0.10789210789210789,0.9935457454717856
AGTPBP1,0.8654402339338192,0.1258741258741259,0.9935457454717856
CCDC134,0.8654095583351435,0.13086913086913088,0.9935457454717856
MGST2,0.865389972581464,0.14285714285714285,0.9935457454717856
CYCS,0.8652959192146749,0.12687312687312688,0.9935457454717856
RAB5B,0.8652084769917193,0.12387612387612387,0.9935457454717856
TESC,0.8652033891366676,0.11788211788211789,0.9935457454717856
CBFA2T2,0.8652004690061424,0.1258741258741259,0.9935457454717856
NFKB1,0.8651644903176027,0.1258741258741259,0.9935457454717856
MANBA,0.8651633520732943,0.12687312687312688,0.9935457454717856
ITPR2,0.8650942232739639,0.12087912087912088,0.9935457454717856
SLC2A1,0.8649930893283239,0.11288711288711288,0.9935457454717856
NONO,0.8649863385158488,0.13286713286713286,0.9935457454717856
PBRM1,0.8649125322072269,0.12187812187812187,0.9935457454717856
LSM14A,0.8649071645349998,0.10589410589410589,0.9935457454717856
CAMK2D,0.8648798107628778,0.12387612387612387,0.9935457454717856
SSR1,0.8648567229106047,0.11188811188811189,0.9935457454717856
LBR,0.864793189561924,0.12687312687312688,0.9935457454717856
TMCO1,0.8646759239371302,0.11788211788211789,0.9935457454717856
ZNF266,0.8646078201200714,0.12787212787212787,0.9935457454717856
STAG2,0.8645443611431546,0.13186813186813187,0.9935457454717856
GCDH,0.8645146234871138,0.11588411588411589,0.9935457454717856
SLK,0.8644999421519556,0.12887112887112886,0.9935457454717856
CCAR2,0.8643595603322565,0.0959040959040959,0.9931631710607451
PARP8,0.8642679709362403,0.10789210789210789,0.9935457454717856
CUEDC2,0.8642020100159022,0.12387612387612387,0.9935457454717856
ATF7IP,0.8641938219298672,0.1108891108891109,0.9935457454717856
H2AZ1,0.864177047510619,0.11388611388611389,0.9935457454717856
CUL5,0.8641159720795578,0.1088911088911089,0.9935457454717856
TALDO1,0.8640375578914105,0.12487512487512488,0.9935457454717856
ZMIZ2,0.8640226923192195,0.11888111888111888,0.9935457454717856
EARS2,0.8638855935216483,0.14685314685314685,0.9935457454717856
FKBP11,0.8638590686801324,0.12787212787212787,0.9935457454717856
ANKRD10,0.8638132831858487,0.11588411588411589,0.9935457454717856
CSNK2A1,0.8637637527563626,0.12187812187812187,0.9935457454717856
PPP3R1,0.8637381311117708,0.11288711288711288,0.9935457454717856
SEC23IP,0.8637323618670361,0.1088911088911089,0.9935457454717856
ERAP1,0.8637197525212046,0.11288711288711288,0.9935457454717856
PEMT,0.8637065552566363,0.12987012987012986,0.9935457454717856
VAMP1,0.863683637184567,0.12087912087912088,0.9935457454717856
DYM,0.863652835454137,0.12787212787212787,0.9935457454717856
MTCH2,0.8635297797245942,0.12887112887112886,0.9935457454717856
ZRANB2,0.8634834236493273,0.15184815184815184,0.9935457454717856
HS3ST3B1,0.8634809983953639,0.12187812187812187,0.9935457454717856
EVL,0.8634515134854449,0.12687312687312688,0.9935457454717856
HRH2,0.8634280034159922,0.11988011988011989,0.9935457454717856
ADH5,0.8632976643346022,0.12687312687312688,0.9935457454717856
CAT,0.8632760176131392,0.12387612387612387,0.9935457454717856
NLRP1,0.8632694109067627,0.13186813186813187,0.9935457454717856
DRG2,0.8632456996146526,0.1108891108891109,0.9935457454717856
SLC9A6,0.8631832110286551,0.11888111888111888,0.9935457454717856
SS18L2,0.8631811646170966,0.1048951048951049,0.9935457454717856
SNX2,0.8629368570307921,0.12287712287712288,0.9935457454717856
PLD6,0.8628212113254927,0.12187812187812187,0.9935457454717856
ZFP36L1,0.8627342790610969,0.12387612387612387,0.9935457454717856
VASP,0.8626556867965207,0.11688311688311688,0.9935457454717856
TMEM39B,0.8626181676093024,0.12187812187812187,0.9935457454717856
ACTR1B,0.8625288949302591,0.14385614385614387,0.9935457454717856
RAB33A,0.8625221099314804,0.10789210789210789,0.9935457454717856
RPE,0.8625064918905866,0.13786213786213786,0.9935457454717856
