gene,ISCI_core,p_value,q_value
DNAJA1,0.9314268101200589,0.028971028971028972,0.9706979067444184
HDDC3,0.9313829785085718,0.030969030969030968,0.9785037097290062
TAX1BP1,0.9313210942709269,0.03396603396603397,0.9785037097290062
COX16,0.9312599439661917,0.02097902097902098,0.9681849681849682
TMEM30A,0.9311787014434489,0.026973026973026972,0.9681849681849682
SMARCD2,0.9308245829127281,0.025974025974025976,0.9681849681849682
UCK2,0.9307839690311455,0.026973026973026972,0.9681849681849682
MAEA,0.9305368378840605,0.024975024975024976,0.9681849681849682
CUL3,0.9305015767766394,0.029970029970029972,0.9785037097290062
GSK3A,0.9304245746281515,0.029970029970029972,0.9785037097290062
CCDC90B,0.9303949469242325,0.03596403596403597,0.9785037097290062
TWF2,0.9303008753734917,0.03396603396603397,0.9785037097290062
PPP1R16B,0.9302706691828316,0.027972027972027972,0.9681849681849682
CELF1,0.9302302178372032,0.026973026973026972,0.9681849681849682
RRAGC,0.9300875523578941,0.023976023976023976,0.9681849681849682
RASA2,0.9299120837966627,0.03696303696303696,0.9785037097290062
TGOLN2,0.9296957672054573,0.03496503496503497,0.9785037097290062
ARIH1,0.929678279222965,0.027972027972027972,0.9681849681849682
ZNF507,0.9296443466441828,0.04795204795204795,0.9931631710607451
WBP2,0.929537507511363,0.026973026973026972,0.9681849681849682
EIF4E3,0.929446336939693,0.03296703296703297,0.9785037097290062
CSNK1G2,0.9291830575685112,0.03296703296703297,0.9785037097290062
ATM,0.9291623001271246,0.028971028971028972,0.9706979067444184
EXOC6,0.9291213009130835,0.03896103896103896,0.9785037097290062
RELT,0.9291172796785703,0.029970029970029972,0.9785037097290062
HTATIP2,0.9290918364474658,0.03396603396603397,0.9785037097290062
DUSP4,0.9287555977685287,0.04195804195804196,0.9785037097290062
HEXIM1,0.928592636865489,0.03796203796203796,0.9785037097290062
CD2AP,0.9283811239858207,0.04195804195804196,0.9785037097290062
SLC25A1,0.928217656607928,0.03196803196803197,0.9785037097290062
GPS2,0.9281042512217224,0.028971028971028972,0.9706979067444184
VDAC3,0.9280056957042864,0.03796203796203796,0.9785037097290062
PTPN11,0.9279620323515936,0.04595404595404595,0.9931631710607451
SLC35A4,0.9276808803386443,0.03896103896103896,0.9785037097290062
GADD45GIP1,0.9276392516184496,0.029970029970029972,0.9785037097290062
APPBP2,0.9276372390132955,0.04895104895104895,0.9931631710607451
COMMD4,0.9275609779650164,0.03896103896103896,0.9785037097290062
ARID2,0.927475415705109,0.03796203796203796,0.9785037097290062
ATXN7L3,0.9272807033170811,0.03496503496503497,0.9785037097290062
UBE2L3,0.9271741068764333,0.028971028971028972,0.9706979067444184
NAXE,0.9271599268735543,0.03696303696303696,0.9785037097290062
CSRP1,0.9269348251389309,0.03796203796203796,0.9785037097290062
STYX,0.9265685566731209,0.027972027972027972,0.9681849681849682
GGH,0.9263368092789656,0.03296703296703297,0.9785037097290062
LEO1,0.9261597929480081,0.025974025974025976,0.9681849681849682
SERINC1,0.9261345652404784,0.03196803196803197,0.9785037097290062
VEZF1,0.9260487971433533,0.03496503496503497,0.9785037097290062
ZYX,0.9258999599210338,0.028971028971028972,0.9706979067444184
SYNE2,0.9258100998740522,0.028971028971028972,0.9706979067444184
MCM8,0.9257368571689492,0.04295704295704296,0.9785037097290062
SFT2D2,0.925730023265147,0.030969030969030968,0.9785037097290062
TMEM50A,0.9256826644789755,0.024975024975024976,0.9681849681849682
SYTL3,0.9256712267265602,0.03496503496503497,0.9785037097290062
ARHGEF6,0.9256195767467903,0.03496503496503497,0.9785037097290062
ABHD10,0.9255725563994015,0.028971028971028972,0.9706979067444184
SMIM10L1,0.9255719660563752,0.03496503496503497,0.9785037097290062
HDGFL3,0.9255165283116961,0.03396603396603397,0.9785037097290062
LSM12,0.9254757336242104,0.04495504495504495,0.9931631710607451
PFKP,0.9253338220786016,0.03996003996003996,0.9785037097290062
RAB1A,0.92530803741113,0.03196803196803197,0.9785037097290062
COX6B1,0.9252236871216835,0.03196803196803197,0.9785037097290062
FOXJ3,0.9252214583388031,0.03196803196803197,0.9785037097290062
CDK8,0.9251290316663536,0.03496503496503497,0.9785037097290062
LMNB1,0.9250593204980385,0.027972027972027972,0.9681849681849682
HELLS,0.925043434336914,0.03996003996003996,0.9785037097290062
USP3,0.92488139023443,0.03796203796203796,0.9785037097290062
CAMTA1,0.9247955387732644,0.03796203796203796,0.9785037097290062
SLC50A1,0.9246739092597421,0.03996003996003996,0.9785037097290062
DNAJC19,0.924416068230099,0.02197802197802198,0.9681849681849682
ICAM3,0.924254583190712,0.04295704295704296,0.9785037097290062
PEF1,0.9242535501549958,0.03796203796203796,0.9785037097290062
NDUFS7,0.9242298656395915,0.03996003996003996,0.9785037097290062
PSD4,0.9242096730264342,0.03296703296703297,0.9785037097290062
RNF8,0.9241453205981055,0.026973026973026972,0.9681849681849682
CDK2AP1,0.9239488038235167,0.03396603396603397,0.9785037097290062
KCTD20,0.9238348118579637,0.03296703296703297,0.9785037097290062
CD6,0.923694136509562,0.04495504495504495,0.9931631710607451
RBM5,0.9236712163707144,0.03296703296703297,0.9785037097290062
TNFRSF1A,0.923641070167569,0.03396603396603397,0.9785037097290062
RPUSD3,0.9233177766723369,0.03196803196803197,0.9785037097290062
TES,0.9231527907103713,0.03696303696303696,0.9785037097290062
