gene,effect_reach,repeatability,precision__activation_tcr,precision__th1_effector,precision__th2,precision__exhaustion_like,precision__memory_stem_like,precision__cd4_ctl_cytotoxic,precision__treg,known_regulator,clinical_controller,ISCI_primary_rank,ISCI_orthogonal,reach_pct,repeatability_conditional_pct,precision_activation_tcr_conditional_pct,precision_th1_effector_conditional_pct,precision_th2_conditional_pct,precision_exhaustion_like_conditional_pct,precision_memory_stem_like_conditional_pct,precision_cd4_ctl_cytotoxic_conditional_pct,precision_treg_conditional_pct,th2_evidence,th1_evidence,repeatability_evidence,profile_archetype,pareto_front,profile_version,profile_is_scalar,git_sha,data_sha256,axes_sha256,timestamp,command,method_version
A2M,110.33333333333333,0.8300072903833718,1.1626012011409423,2.5343122895534282,1.3929689341128186,1.1189299709204559,0.97237100262662,2.0352833143849156,1.5136399925332722,False,False,512.0,0.557936507936508,0.12540453074433658,0.9207119741100324,0.44093851132686085,0.5388349514563107,0.23867313915857605,0.3883495145631068,0.28802588996763756,0.6650485436893204,0.6496763754045307,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,repeatable_low_precision,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
AASDH,84.33333333333333,0.7524946389659045,1.4313727058284424,1.351305756896038,1.6260398255845143,1.0719756106291314,2.1140674488251205,0.8865582525495451,1.1586523719014625,False,False,960.0,0.3625,0.0016181229773462784,0.6027508090614887,0.6448220064724919,0.2605177993527508,0.33980582524271846,0.3932038834951456,0.8398058252427184,0.23624595469255663,0.48058252427184467,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,unresolved,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ABHD12,150.33333333333334,0.6089177451965021,0.7860822194825299,1.0651230962308482,2.055580686572831,2.7419651133875633,2.961851708348336,1.7490678263351294,2.201971864748824,False,False,921.0,0.3823412698412698,0.2860032362459547,0.24352750809061488,0.1796116504854369,0.09627831715210355,0.4077669902912621,0.9247572815533981,0.9474110032362459,0.5194174757281553,0.86084142394822,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,unresolved,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ABHD13,159.33333333333334,0.23240786288356022,0.6463880088027381,2.075340434128688,1.6271616720720818,2.6447614972089077,1.6418760893779136,3.3209815487766714,1.3789479379386906,False,False,881.0,0.3986111111111111,0.31148867313915857,0.08090614886731391,0.13187702265372167,0.3559870550161812,0.24271844660194175,0.9029126213592233,0.5364077669902912,0.9401294498381877,0.5234627831715211,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,unresolved,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ABI3,389.0,0.8694719886344452,1.8260664057146145,3.1201107366801906,3.797279324604554,1.1519266988831323,3.3981327885430463,2.548708829045353,1.3833566870440832,False,False,255.0,0.6793650793650794,0.6419902912621359,0.9652103559870551,0.6682847896440129,0.5210355987055016,0.6682847896440129,0.2953074433656958,0.8656957928802589,0.6966019417475728,0.44336569579288027,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,repeatable_low_precision,True,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACACA,307.0,0.8312625624717599,0.7546990303432511,1.4433676470878047,0.7055867915683564,0.6608243693599105,0.8017873848497349,0.9377486923549442,0.2795706758575118,False,False,836.0,0.4212301587301587,0.558252427184466,0.8988673139158576,0.10598705501618123,0.09870550161812297,0.019417475728155338,0.07686084142394822,0.07200647249190939,0.11974110032362459,0.013754045307443365,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,repeatable_low_precision,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACAD11,397.0,0.7490922439218589,3.3275191523607717,2.3247238434099025,1.101163145076263,2.932954809802465,1.1204522469335687,2.017833070569672,1.4088171986098101,False,False,331.0,0.6398809523809523,0.654126213592233,0.5372168284789643,0.9660194174757282,0.3106796116504854,0.030744336569579287,0.8624595469255664,0.1715210355987055,0.529126213592233,0.4506472491909385,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,unresolved,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACAD9,204.33333333333334,0.85008794709747,1.1468143350763744,0.49773499740783783,1.23787880954298,0.6207259730294586,2.598498616850655,2.321121132135628,1.0996327102808245,False,False,369.0,0.6196428571428572,0.4053398058252427,0.9563106796116505,0.35760517799352753,0.03478964401294499,0.11165048543689321,0.09627831715210355,0.8317152103559871,0.6933656957928802,0.34951456310679613,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,repeatable_low_precision,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACLY,1255.3333333333333,0.7610213055962278,2.2676734015003337,2.310459598590581,1.7050888494399155,2.246968390175892,5.003070291649841,2.1420958056897024,2.2024180428734987,False,False,785.0,0.4446428571428571,0.9211165048543689,0.5744336569579288,0.7443365695792881,0.215210355987055,0.0889967637540453,0.6779935275080906,0.8648867313915858,0.5048543689320388,0.7014563106796117,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,high_reach_mover,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACOT7,284.0,0.8066728461833469,0.9885803553318327,3.7777616773595164,4.105880430594927,1.7123463837386135,1.3131058059411382,1.499754768259441,1.2111885157165843,False,False,132.0,0.7577380952380952,0.5315533980582524,0.8106796116504854,0.23381877022653721,0.6957928802588996,0.7516181229773463,0.5889967637540453,0.3187702265372168,0.34870550161812297,0.3737864077669903,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,precise_repeatable_low_reach,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACSL6,98.33333333333333,0.7627121656008717,2.43620154369553,3.9028084924479653,4.901866285613546,1.8576671226615946,2.6726398281151957,1.8602485535958015,0.7527985987451348,False,False,175.0,0.7257936507936509,0.0703883495145631,0.6294498381877023,0.988673139158576,0.866504854368932,0.9797734627831716,0.732200647249191,0.959546925566343,0.6132686084142395,0.23058252427184467,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,precise_context_controller,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACSS1,122.0,0.8605666217548286,1.4793095954159579,2.615720955782431,1.5023479012798726,1.679503569322008,1.176335844663342,0.5337800040213191,2.62021888115233,False,False,207.0,0.7075396825396826,0.1755663430420712,0.9838187702265372,0.6262135922330098,0.5444983818770227,0.25080906148867316,0.6553398058252428,0.3762135922330097,0.09546925566343042,0.9660194174757282,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,repeatable_low_precision,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACTB,117.66666666666667,0.869756400473042,1.2754884697813493,3.329200052244811,2.325198345620176,2.2678792697281094,3.07038042103361,0.899332473795775,1.333994552517684,False,False,167.0,0.732936507936508,0.15655339805825244,0.9919093851132686,0.511326860841424,0.7297734627831716,0.5129449838187702,0.848705501618123,0.9773462783171522,0.20307443365695793,0.5461165048543689,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,repeatable_low_precision,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACTR2,569.6666666666666,0.7329417853436541,1.420077713086963,1.7092977090233241,1.8606707470299444,1.386547943355615,1.360480044182081,3.022270048750803,3.9067610117323817,False,False,925.0,0.3811507936507936,0.7702265372168284,0.470873786407767,0.4571197411003236,0.10922330097087378,0.17880258899676377,0.40129449838187703,0.24919093851132687,0.7694174757281553,0.9401294498381877,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,high_reach_mover,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACTR3,119.33333333333333,0.586649442590069,0.5632206696359118,1.7577527722144008,1.0430364409603288,1.0286977927694014,1.22207941522409,1.6663447508047267,2.3680474191239216,False,False,1110.0,0.2543650793650793,0.16059870550161812,0.2297734627831715,0.14320388349514562,0.313915857605178,0.14401294498381878,0.3284789644012945,0.40048543689320387,0.5121359223300971,0.9457928802588996,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,unresolved,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACTR5,430.3333333333333,0.6695678141077256,1.5580178611975903,1.4414115079659784,1.1619026464786537,0.22410756716401278,2.091039795726092,1.3987234319214508,1.3048438708532097,False,False,1120.0,0.2430555555555555,0.6812297734627831,0.3187702265372168,0.5453074433656958,0.06957928802588997,0.03398058252427184,0.006472491909385114,0.5566343042071198,0.2758899676375405,0.38349514563106796,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,unresolved,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACTR8,803.0,0.8082352598938254,2.3381951383249224,4.237558962588305,3.8038650080378225,1.8601673782559363,4.929027301854362,2.7500255272246203,4.313490692105746,False,False,198.0,0.7126984126984126,0.8426375404530745,0.7912621359223301,0.7847896440129449,0.6610032362459547,0.6124595469255664,0.5679611650485437,0.9037216828478964,0.6941747572815534,0.9279935275080906,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,repeatable_broad_mover,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ACYP2,143.0,0.7137084291091442,1.134108214398928,5.000492123644427,3.4279550846826385,1.5404983117516242,1.8051210893750682,1.3073366036265115,2.022709077934187,False,False,527.0,0.5525793650793651,0.26415857605177995,0.4441747572815534,0.37702265372168287,0.9466019417475728,0.720873786407767,0.5687702265372169,0.616504854368932,0.32928802588996764,0.7928802588996764,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,unresolved,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ADAM19,364.6666666666667,0.33941630508665904,0.8144832862862815,1.5382717950639933,1.5915628959297778,0.7510098917966003,0.4425056555597142,1.8154635500223495,1.3575347349698739,False,False,1232.0,0.0990079365079365,0.6161003236245954,0.08333333333333333,0.12297734627831715,0.10032362459546926,0.14320388349514562,0.1011326860841424,0.015372168284789644,0.47249190938511326,0.43851132686084143,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,unresolved,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ADAT2,308.6666666666667,0.7262456360440058,1.8226784060412056,6.4929373021327175,6.355457991223735,2.601364802688972,1.086327998866081,2.7372430084931154,1.605943784312749,False,False,205.0,0.7079365079365079,0.5627022653721683,0.46440129449838186,0.6868932038834952,0.9498381877022654,0.9409385113268608,0.8252427184466019,0.18851132686084143,0.7629449838187702,0.5768608414239482,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,precise_context_controller,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ADAT3,682.6666666666666,0.8224410911978904,1.6811962557297553,4.410484802017044,2.501667300397289,2.079526950325961,3.639764956791286,2.357919192133222,0.7242295972907519,False,False,191.0,0.7178571428571429,0.808252427184466,0.8438511326860841,0.5703883495145631,0.6974110032362459,0.3365695792880259,0.6488673139158576,0.8252427184466019,0.6003236245954693,0.05339805825242718,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,repeatable_broad_mover,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ADCY4,165.33333333333334,0.41021470450104,0.9554679408455465,1.5634625783752405,1.0262626041779843,1.985162826325947,3.165222484009977,3.0844653247476006,1.2957683700838991,False,False,974.0,0.3521825396825397,0.3276699029126214,0.12055016181229773,0.25970873786407767,0.20307443365695793,0.08737864077669903,0.7216828478964401,0.9538834951456311,0.8907766990291263,0.47249190938511326,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,unresolved,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
ADO,243.0,0.789343392292384,0.9880483712132871,3.8068857770360434,3.8677334976459896,1.0103533306955657,1.8180153956806757,1.7695203627161147,1.6367909751728986,False,False,790.0,0.4438492063492063,0.4741100323624595,0.7079288025889967,0.24514563106796117,0.7224919093851133,0.7378640776699029,0.25,0.5436893203883495,0.48705501618122976,0.6140776699029126,SUPPORTED_EXPLORATORY,DIRECTIONAL_UNCERTAIN,DIRECTIONAL_UNCERTAIN,unresolved,False,controllability_profile_v2,False,013a19dae16e24bafd4016e61a750c6b9df81a32,"{""outputs/decomposition_v2/marson_condition_features.parquet"": ""97294892d769aa6a1387f6c19422f307ca1a8e05b61ed1e236f18391ed4e0108"", ""outputs/decomposition_v2/t4_condition_transport_v2.json"": ""bc2839a5267f3c006c180cb5afa75daa19b5cb87d0c0575df2dbad6b9d7c7bc3"", ""results/final/isci_final_ranking.csv"": ""6f9fe281757d9cd7ab3ed33811b680e1f2b59b6a2f490967362e253350115d72""}",1bbcf56e4c749460f5d6e07648b341bcd28500c059c685bee1a418befeb063b7,2026-07-12T13:00:36.275985-03:00,python scripts/build_controllability_profile_v2.py,controllability_profile_v2
