gene,L1_state,R_migration,L3_synapse,R_killing,TSC,magnitude,ISCI_orthogonal
RBCK1,0.3254654426311123,0.6711727924577825,0.6008591945798992,-0.14949524436970194,0.8057941043505094,236.33333333333334,0.8724206349206349
ACLY,3.996672889812112,1.9132159309593924,0.454147482201173,-2.1058914652658456,2.568660965812428,1255.3333333333333,0.4446428571428571
ZFPM1,3.4603119885697566,-1.0977350829978059,-1.6048091557049053,-1.5003702419498415,-1.7119767886800528,2663.6666666666665,0.4246031746031746
XPR1,2.561143367707439,1.2431264421540011,0.6156850627017795,0.407003994375354,1.6219778881590994,394.0,0.7170634920634921
SHOC2,1.8716196096150755,1.0570295482498202,0.8388866118487198,0.3016851306650417,1.3639535784035006,491.6666666666667,0.657936507936508
ITK,1.8645675385585265,2.4243050055733613,3.3554163787644185,-1.5907846182820133,3.3597394490830004,1987.0,0.475
TAF6L,3.0637397228398475,-0.49636377979960145,-0.5102271864094788,-1.4957325294647819,-0.8389804609691369,3831.0,0.5273809523809524
PLEK2,2.3319274557924867,0.9447120853894141,0.48099800679455124,-0.2928201445306162,1.1998955052503755,313.6666666666667,0.5424603174603174
WDR82,0.16473261424359684,2.4849159802211735,1.5667231371447354,-0.9697139030895235,3.372558024553755,1536.0,0.831547619047619
RCOR1,3.2067763104579576,1.9655494338567905,1.0112818697228507,-0.743852332801244,2.6515016933813396,414.0,0.9031746031746032
RIDA,-0.7752013522584743,0.892581248670683,1.1619769593151712,3.634922017024341,1.1186654962196625,313.0,0.551984126984127
CLASRP,2.5646495829317297,0.9062076026890027,0.10201729919516904,-0.3536479865107003,1.1356983854434897,238.66666666666666,0.7444444444444445
CARMIL2,1.2438647073154134,1.2997227630365926,2.15763485912718,-0.4926435694823768,1.7423837217316114,1516.3333333333333,0.4222222222222222
MRPS17,2.6015405096361937,1.1445386402872704,0.007523259294556687,-0.9281500718964767,1.4670448401389076,766.6666666666666,0.6795634920634921
HNRNPM,1.8784043460478492,0.9647237287338043,0.521382497516463,-0.2587648117066102,1.225645336162621,94.66666666666667,0.4053571428571428
TP53INP2,2.356701039689412,-0.9910125388002353,0.10716425834664256,0.4578747579315692,-1.519160070970238,1043.0,0.4591269841269841
MEMO1,1.112513637970331,-0.4674987760131106,0.5460157966197192,2.3488152704181395,-0.7858610410095981,491.6666666666667,0.5363095238095238
HDAC3,1.229198162476325,0.14977668294134733,0.13162578674371014,1.6557702336420987,0.06566515799518736,651.0,0.4343253968253968
BCL11B,1.1919801872442526,0.059701644243876466,1.6351935138772473,1.7417934956766592,-0.012049554710399247,1444.5,0.6906746031746032
ARHGAP27,2.7563548419454094,0.8626975375408934,0.8679554813022148,-0.6348378608104518,1.1015883326086215,339.6666666666667,0.5359126984126984
WBP4,0.6235828003676944,0.40290449830130476,0.5706106063121633,0.4305982054721284,0.43112075416082607,128.66666666666666,0.3636904761904762
SNAP23,1.887992020594791,0.7119232318989381,1.0147235506642869,1.7481444099532577,0.8849248392307365,104.0,0.7152777777777778
ID2,1.1711332104595549,0.7661767706951305,0.15962838024675854,-0.5703649879149201,0.9315090926468643,334.6666666666667,0.6105158730158731
MBD5,2.1673995761206464,1.289810806242209,0.4405298339692139,-0.6029456537178802,1.6802509529337106,782.6666666666666,0.4257936507936508
MRPL2,2.199341011950923,1.246169368109516,0.14411929217394653,-0.046693840445909594,1.6089708379360712,318.3333333333333,0.5765873015873015
NUDCD1,0.5356563316251777,0.8029577077938637,0.694981044849876,2.1396615749333368,0.9908260508581676,1222.0,0.6932539682539682
COASY,1.592053372253653,0.9761650091257446,0.403989662919294,2.427668902169954,1.2311427935260957,541.6666666666666,0.5079365079365079
DHX36,1.718240504647325,1.042076649412935,1.7843434940088527,-0.13920941535203055,1.3731941555229332,2145.0,0.7948412698412699
CHORDC1,1.9396517117533898,1.3229264980995017,0.5124545704031723,-0.15561309237543264,1.726374229933366,92.0,0.5809523809523809
IRF4,-0.3494392009487097,0.3851505247663261,1.3960013551645303,3.7576279574695692,0.41996541399157283,463.3333333333333,0.5089285714285714
MED12,3.556856498748103,1.5559987825761847,0.8881691935361546,-3.269622246149439,2.081938360402908,3010.3333333333335,0.6607142857142857
RBSN,2.343880151039574,0.6307470847615503,0.3336427838955486,0.5952733972459797,0.7548485801301472,120.66666666666667,0.4853174603174602
BRD1,1.5724641516140052,0.3501965308173774,-0.14501766142997563,-1.405340917335483,0.34464301621450305,164.33333333333334,0.6005952380952381
UQCRQ,0.7465314734532892,0.964103678003843,0.16593219540698903,0.5218440452434019,1.203305873241893,212.0,0.6484126984126983
CALCOCO2,1.7427859334545912,0.97959026741307,1.5808624200694366,0.1364947357358218,1.2789907089813544,947.0,0.6619047619047619
PDCD10,1.2758623384665269,1.4866217172441136,0.062280681293458456,0.18697420443197665,1.934982134664132,155.0,0.7634920634920634
SMARCB1,1.7552681348704833,0.06256045491562115,-0.3770409557714093,-1.1744568902658352,-0.06392696613255208,1696.0,0.7158730158730159
SLC31A1,0.42571397288516677,0.11512911970421096,-0.15109721949711452,1.7474525809480264,0.0017820457049647534,810.0,0.4773809523809524
RFT1,2.6336516846760674,0.8532853818540833,0.19325531132218263,-1.4130955877288864,1.0669763184066199,154.33333333333334,0.7468253968253968
